"SiteSeries_ID","SSCode","BGCName","BEC_Region","BGC_Zone","SubzVarPh","BGC_Subzone","BGC_Variant","BGC_Phase","SiteSeries","SSPhase","SSVariation","Seral","SiteSeriesDescription","PlantAssociation","Comments","Ref_ID","AddedDate","ExpiredDate","O_SS_ID","MergedBGC_SS","BECSuballiance","BECAlliance","MissingNpeNa","TransferID","Flag"
1422.00,"07","ESSFmk","PR","ESSF","mk","mk","","","07","","","","Bl - Lady fern - Horsetail","","",8.00,10/11/2000 0:00:00,,1422.00,"ESSFmk   /07","Abielas-Gymndry-Equiset","Abielas-Equiset","",,0
1423.00,"31","ESSFmk","PR","ESSF","mk","mk","","","31","","","","Non-forested bog","","",8.00,10/11/2000 0:00:00,,1423.00,"ESSFmk   /31","","","npe",,0
1424.00,"51","ESSFmk","PR","ESSF","mk","mk","","","51","","","","Avalanche track","","",8.00,10/11/2000 0:00:00,,1424.00,"ESSFmk   /51","","","npe",,0
1425.00,"01","ESSFmv 1","PR","ESSF","mv1","mv","1","","01","","","","Bl - Rhododendron - Feathermoss","","",9.00,10/11/2000 0:00:00,,1425.00,"ESSFmv 1 /01","Abielas-Rhodalb-Ptilcri","Abielas-Rhodalb-Vaccmem","NA",,0
1426.00,"02","ESSFmv 1","PR","ESSF","mv1","mv","1","","02","","","","Pl - Huckleberry - Cladonia","","",9.00,10/11/2000 0:00:00,,1426.00,"ESSFmv 1 /02","Abielas-Pleusch-Cladoni","Abielas-Cladoni","NA",,0
1427.00,"03","ESSFmv 1","PR","ESSF","mv1","mv","1","","03","","","","Bl - Huckleberry - Feathermoss","","",9.00,10/11/2000 0:00:00,,1427.00,"ESSFmv 1 /03","Abielas-Vaccmem-Pleusch","Abielas-Vaccmem","NA",,0
1428.00,"04","ESSFmv 1","PR","ESSF","mv1","mv","1","","04","","","","Bl - Huckleberry - Gooseberry","","",9.00,10/11/2000 0:00:00,,1428.00,"ESSFmv 1 /04","Abielas-Vaccmem-Pleusch","Abielas-Vaccmem","NA",,0
1429.00,"05","ESSFmv 1","PR","ESSF","mv1","mv","1","","05","","","","Bl - Horsetail - Glow moss","","",9.00,10/11/2000 0:00:00,,1429.00,"ESSFmv 1 /05","Abielas-Equiset","Abielas-Equiset","NA",,0
1430.00,"01","ESSFmv 3","PR","ESSF","mv3","mv","3","","01","","","","Bl - Rhododendron - Feathermoss","","",16.00,10/11/2000 0:00:00,,1430.00,"ESSFmv 3 /01","Abielas-Rhodalb-Ptilcri","Abielas-Rhodalb-Vaccmem","missing",,0
1431.00,"02","ESSFmv 3","PR","ESSF","mv3","mv","3","","02","","","","BlPl - Crowberry - Cladina","","",16.00,10/11/2000 0:00:00,,1431.00,"ESSFmv 3 /02","Abielas-Pleusch-Cladoni","Abielas-Cladoni","missing",,0
1432.00,"03","ESSFmv 3","PR","ESSF","mv3","mv","3","","03","","","","BlSb - Labrador tea","","",16.00,10/11/2000 0:00:00,,1432.00,"ESSFmv 3 /03","","Abielas-Picemar-Ledugro","missing",,0
1433.00,"04","ESSFmv 3","PR","ESSF","mv3","mv","3","","04","","","","Bl - Oak fern - Knight's plume","","",16.00,10/11/2000 0:00:00,,1433.00,"ESSFmv 3 /04","Abielas-Rhodalb-Gymndry","Abielas-Gymndry","missing",,0
1434.00,"05","ESSFmv 3","PR","ESSF","mv3","mv","3","","05","","","","Bl - Devil's club - Rhododendron","","",16.00,10/11/2000 0:00:00,,1434.00,"ESSFmv 3 /05","","Abielas-Oplohor","missing",,0
1435.00,"06","ESSFmv 3","PR","ESSF","mv3","mv","3","","06","","","","Sxw - Huckleberry - Highbush-cranberry","","",16.00,10/11/2000 0:00:00,,1435.00,"ESSFmv 3 /06","Piceene-Vaccmem","Piceene-Vaccmem","missing",,0
1436.00,"07","ESSFmv 3","PR","ESSF","mv3","mv","3","","07","","","","Bl - Horsetail - Feathermoss","","",16.00,10/11/2000 0:00:00,,1436.00,"ESSFmv 3 /07","Abielas-Gymndry-Equiset","Abielas-Equiset","missing",,0
1437.00,"01","ESSFwv","PR","ESSF","wv","wv","","","01","","","","BlHm - Azalea","","",8.00,10/11/2000 0:00:00,,1437.00,"ESSFwv   /01","Abielas-Menzfer-Vaccmem","Abielas-Menzfer-Vaccmem","",,0
1438.00,"02","ESSFwv","PR","ESSF","wv","wv","","","02","","","","BlPl - Cladonia","","",8.00,10/11/2000 0:00:00,,1438.00,"ESSFwv   /02","","","",,0
1439.00,"03","ESSFwv","PR","ESSF","wv","wv","","","03","","","","BlHm - Feathermoss","","",8.00,10/11/2000 0:00:00,,1439.00,"ESSFwv   /03","Abielas-Menzfer-Vaccmem","Abielas-Menzfer-Vaccmem","",,0
1440.00,"04","ESSFwv","PR","ESSF","wv","wv","","","04","","","","BlHm - Heron's-bill","","",8.00,10/11/2000 0:00:00,,1440.00,"ESSFwv   /04","Abielas-Menzfer-Vaccmem","Abielas-Menzfer-Vaccmem","",,0
1441.00,"05","ESSFwv","PR","ESSF","wv","wv","","","05","","","","Bl - Oak fern - Heron's-bill","","",8.00,10/11/2000 0:00:00,,1441.00,"ESSFwv   /05","Abielas-Menzfer-Gymndry","Abielas-Gymndry","",,0
1442.00,"06","ESSFwv","PR","ESSF","wv","wv","","","06","","","","Bl - Devil's club - Lady fern","","",8.00,10/11/2000 0:00:00,,1442.00,"ESSFwv   /06","","Abielas-Oplohor","",,0
1443.00,"07","ESSFwv","PR","ESSF","wv","wv","","","07","","","","Bl - Valerian - Sickle moss","","",8.00,10/11/2000 0:00:00,,1443.00,"ESSFwv   /07","Abielas-Valesit-Strepto","Abielas-Valesit","",,0
1444.00,"08","ESSFwv","PR","ESSF","wv","wv","","","08","","","","Bl - Horsetail - Glow moss","","",8.00,10/11/2000 0:00:00,,1444.00,"ESSFwv   /08","Abielas-Equiset","Abielas-Equiset","NA",,0
1445.00,"09","ESSFwv","PR","ESSF","wv","wv","","","09","","","","Bl - Lady fern - Horsetail","","",8.00,10/11/2000 0:00:00,,1445.00,"ESSFwv   /09","Abielas-Gymndry-Equiset","Abielas-Equiset","",,0
1446.00,"31","ESSFwv","PR","ESSF","wv","wv","","","31","","","","Non-forested wetland","","",8.00,10/11/2000 0:00:00,,1446.00,"ESSFwv   /31","","","npe",,0
1447.00,"51","ESSFwv","PR","ESSF","wv","wv","","","51","","","","Avalanche track","","",8.00,10/11/2000 0:00:00,,1447.00,"ESSFwv   /51","","","npe",,0
1448.00,"01","ICH mc 1","PR","ICH","mc1","mc","1","","01","","","","Hw - Step moss","","",8.00,10/11/2000 0:00:00,,1448.00,"ICH mc 1 /01","","Tsughet-Abielas-Hylospl","",,0
1449.00,"01a","ICH mc 1","PR","ICH","mc1","mc","1","","01","a","","","Hw - Step moss, Mesic","","",8.00,10/11/2000 0:00:00,,1449.00,"ICH mc 1 /01a","","","",,0
1450.00,"01b","ICH mc 1","PR","ICH","mc1","mc","1","","01","b","","","Hw - Step moss, Submesic","","",8.00,10/11/2000 0:00:00,,1450.00,"ICH mc 1 /01b","","","",,0
1451.00,"02","ICH mc 1","PR","ICH","mc1","mc","1","","02","","","","HwPl - Kinnikinnick - Cladonia","","",8.00,10/11/2000 0:00:00,,1451.00,"ICH mc 1 /02","","","",,0
1452.00,"03","ICH mc 1","PR","ICH","mc1","mc","1","","03","","","","HwBl - Oak fern","","",8.00,10/11/2000 0:00:00,,1452.00,"ICH mc 1 /03","","Tsughet-Abielas-Gymndry","",,0
1453.00,"04","ICH mc 1","PR","ICH","mc1","mc","1","","04","","","","HwBl - Devil's club","","",8.00,10/11/2000 0:00:00,,1453.00,"ICH mc 1 /04","","Tsughet-Abielas-Oplohor","",,0
1454.00,"05","ICH mc 1","PR","ICH","mc1","mc","1","","05","","","","ActSx - Dogwood","","",8.00,10/11/2000 0:00:00,,1454.00,"ICH mc 1 /05","","","",,0
1455.00,"06","ICH mc 1","PR","ICH","mc1","mc","1","","06","","","","Hw - Azalea - Skunk cabbage","","",8.00,10/11/2000 0:00:00,,1455.00,"ICH mc 1 /06","","Thujpli-Abielas-Lysiame","",,0
1456.00,"31","ICH mc 1","PR","ICH","mc1","mc","1","","31","","","","Non-forested fen/marsh","","",8.00,10/11/2000 0:00:00,,1456.00,"ICH mc 1 /31","","","npe",,0
1457.00,"01","ICH mc 1a","PR","ICH","mc1a","mc","1","a","01","","","","HwBa - Bramble","","",8.00,10/11/2000 0:00:00,,1457.00,"ICH mc 1a/01","","","",,0
1458.00,"01a","ICH mc 1a","PR","ICH","mc1a","mc","1","a","01","a","","","HwBa - Bramble, Mesic","","",8.00,10/11/2000 0:00:00,,1458.00,"ICH mc 1a/01a","","","",,0
1459.00,"01b","ICH mc 1a","PR","ICH","mc1a","mc","1","a","01","b","","","HwBa - Bramble, Submesic","","",8.00,10/11/2000 0:00:00,,1459.00,"ICH mc 1a/01b","","","",,0
1460.00,"02","ICH mc 1a","PR","ICH","mc1a","mc","1","a","02","","","","HwBa - Oak fern","","",8.00,10/11/2000 0:00:00,,1460.00,"ICH mc 1a/02","","","",,0
1461.00,"03","ICH mc 1a","PR","ICH","mc1a","mc","1","a","03","","","","HwBa - Devil's club - Lady fern","","",8.00,10/11/2000 0:00:00,,1461.00,"ICH mc 1a/03","","","",,0
1462.00,"01","ICH mc 2","PR","ICH","mc2","mc","2","","01","","","","Hw - Step moss","","",8.00,10/11/2000 0:00:00,,1462.00,"ICH mc 2 /01","","Tsughet-Abielas-Hylospl","missing",,0
1463.00,"01_(1)","ICH mc 2","PR","ICH","mc2","mc","2","","01","","(1)","","Hw - Step moss, Cw Variation","","",,10/11/2000 0:00:00,"37996",1463.00,"ICH mc 2 /01(1)","","","NA",,0
1464.00,"01_(2)","ICH mc 2","PR","ICH","mc2","mc","2","","01","","(2)","","Hw - Step moss, BlSx Variation","","",,10/11/2000 0:00:00,"37996",1464.00,"ICH mc 2 /01(2)","","","NA",,0
1465.00,"01a","ICH mc 2","PR","ICH","mc2","mc","2","","01","a","","","Hw - Step moss, Mesic","","",8.00,10/11/2000 0:00:00,,1465.00,"ICH mc 2 /01a","","","missing",,0
1466.00,"01b","ICH mc 2","PR","ICH","mc2","mc","2","","01","b","","","Hw - Step moss, Submesic","","",8.00,10/11/2000 0:00:00,,1466.00,"ICH mc 2 /01b","","","missing",,0
1467.00,"02","ICH mc 2","PR","ICH","mc2","mc","2","","02","","","","HwPl - Kinnikinnick - Cladonia","","",8.00,10/11/2000 0:00:00,,1467.00,"ICH mc 2 /02","","","missing",,0
1468.00,"03","ICH mc 2","PR","ICH","mc2","mc","2","","03","","","","HwCw - Oak fern","","",8.00,10/11/2000 0:00:00,,1468.00,"ICH mc 2 /03","","Thujpli-Tsughet-Gymndry","missing",,0
1469.00,"04","ICH mc 2","PR","ICH","mc2","mc","2","","04","","","","CwHw - Devil's club - Oak fern","","",8.00,10/11/2000 0:00:00,,1469.00,"ICH mc 2 /04","Tsughet-Thujpli-Oplohor","Thujpli-Tsughet-Oplohor","missing",,0
1470.00,"05","ICH mc 2","PR","ICH","mc2","mc","2","","05","","","","Sx - Devil's club - Lady fern","","",8.00,10/11/2000 0:00:00,,1470.00,"ICH mc 2 /05","Piceene-Oplohor-Gymndry","Piceene-Gymndry","missing",,0
1471.00,"06","ICH mc 2","PR","ICH","mc2","mc","2","","06","","","","ActSx - Dogwood","","",8.00,10/11/2000 0:00:00,,1471.00,"ICH mc 2 /06","","","",,0
1472.00,"07","ICH mc 2","PR","ICH","mc2","mc","2","","07","","","","CwSx - Horsetail - Skunk cabbage","","",8.00,10/11/2000 0:00:00,,1472.00,"ICH mc 2 /07","","Thujpli-Abielas-Lysiame","missing",,0
1473.00,"08","ICH mc 2","PR","ICH","mc2","mc","2","","08","","","","SbSx - Scrub birch - Sedge","","",8.00,10/11/2000 0:00:00,,1473.00,"ICH mc 2 /08","","","",,0
1474.00,"31","ICH mc 2","PR","ICH","mc2","mc","2","","31","","","","Non-forested bog","","",8.00,10/11/2000 0:00:00,,1474.00,"ICH mc 2 /31","","","npe",,0
1475.00,"32","ICH mc 2","PR","ICH","mc2","mc","2","","32","","","","Non-forested fen/marsh","","",8.00,10/11/2000 0:00:00,,1475.00,"ICH mc 2 /32","","","npe",,0
1476.00,"01","ICH vc","PR","ICH","vc","vc","","","01","","","","HwBl - Devil's club","","",8.00,10/11/2000 0:00:00,,1476.00,"ICH vc   /01","","","",,0
1477.00,"01_(1)","ICH vc","PR","ICH","vc","vc","","","01","","(1)","","HwBl - Devil's club, Hw Variation","","",,10/11/2000 0:00:00,"37996",1477.00,"ICH vc   /01(1)","","","NA",,0
1478.00,"01_(2)","ICH vc","PR","ICH","vc","vc","","","01","","(2)","","HwBl - Devil's club, Bl Variation","","",,10/11/2000 0:00:00,"37996",1478.00,"ICH vc   /01(2)","","","NA",,0
1479.00,"02","ICH vc","PR","ICH","vc","vc","","","02","","","","Hw - Step moss","","",8.00,10/11/2000 0:00:00,,1479.00,"ICH vc   /02","","","",,0
1480.00,"02_(1)","ICH vc","PR","ICH","vc","vc","","","02","","(1)","","Hw - Step moss, Hw Variation","","",,10/11/2000 0:00:00,"37996",1480.00,"ICH vc   /02(1)","","","NA",,0
1481.00,"02_(2)","ICH vc","PR","ICH","vc","vc","","","02","","(2)","","Hw - Step moss, Bl Variation","","",,10/11/2000 0:00:00,"37996",1481.00,"ICH vc   /02(2)","","","NA",,0
1482.00,"03","ICH vc","PR","ICH","vc","vc","","","03","","","","Sx - Devil's club","","",8.00,10/11/2000 0:00:00,,1482.00,"ICH vc   /03","Piceene-Oplohor-Gymndry","Piceene-Gymndry","",,0
1483.00,"03a","ICH vc","PR","ICH","vc","vc","","","03","a","","","Sx - Devil's club, Fluvial","","",8.00,10/11/2000 0:00:00,,1483.00,"ICH vc   /03a","","","",,0
1484.00,"03b","ICH vc","PR","ICH","vc","vc","","","03","b","","","Sx - Devil's club, Morainal","","",8.00,10/11/2000 0:00:00,,1484.00,"ICH vc   /03b","","","",,0
1485.00,"04","ICH vc","PR","ICH","vc","vc","","","04","","","","Sx - Devil's club - Dogwood","","",8.00,10/11/2000 0:00:00,,1485.00,"ICH vc   /04","Piceene-Oplohor-Gymndry","Piceene-Gymndry","",,0
1486.00,"05","ICH vc","PR","ICH","vc","vc","","","05","","","","ActSx - Dogwood","","",8.00,10/11/2000 0:00:00,,1486.00,"ICH vc   /05","","","",,0
1487.00,"06","ICH vc","PR","ICH","vc","vc","","","06","","","","Sx - Horsetail","","",8.00,10/11/2000 0:00:00,,1487.00,"ICH vc   /06","Piceene-Cornsto-Equiset","Piceene-Equiset","",,0
1488.00,"31","ICH vc","PR","ICH","vc","vc","","","31","","","","Non-forested fen/marsh","","",8.00,10/11/2000 0:00:00,,1488.00,"ICH vc   /31","","","",,0
1489.00,"01","ICH wc","PR","ICH","wc","wc","","","01","","","","HwBl - Oak fern","","",8.00,10/11/2000 0:00:00,,1489.00,"ICH wc   /01","","Tsughet-Abielas-Gymndry","npe",,0
1490.00,"02","ICH wc","PR","ICH","wc","wc","","","02","","","","HwPl - Feathermoss - Cladonia","","",8.00,10/11/2000 0:00:00,,1490.00,"ICH wc   /02","","Tsughet-Abielas-Hylospl","npe",,0
1491.00,"03","ICH wc","PR","ICH","wc","wc","","","03","","","","Hw - Step moss","","",8.00,10/11/2000 0:00:00,,1491.00,"ICH wc   /03","","Tsughet-Abielas-Hylospl","npe",,0
1492.00,"04","ICH wc","PR","ICH","wc","wc","","","04","","","","HwBl - Devil's club","","",8.00,10/11/2000 0:00:00,,1492.00,"ICH wc   /04","","Tsughet-Abielas-Oplohor","npe",,0
1493.00,"05","ICH wc","PR","ICH","wc","wc","","","05","","","","Sx - Devil's club","","",8.00,10/11/2000 0:00:00,,1493.00,"ICH wc   /05","Piceene-Oplohor-Gymndry","Piceene-Gymndry","npe",,0
1494.00,"06","ICH wc","PR","ICH","wc","wc","","","06","","","","ActSx - Dogwood","","",8.00,10/11/2000 0:00:00,,1494.00,"ICH wc   /06","","Popubal-Oplohor","npe",,0
1495.00,"07","ICH wc","PR","ICH","wc","wc","","","07","","","","HwSx - Blueberry - Sphagnum","","",8.00,10/11/2000 0:00:00,,1495.00,"ICH wc   /07","","","npe",,0
1496.00,"08","ICH wc","PR","ICH","wc","wc","","","08","","","","Sx - Horsetail","","",8.00,10/11/2000 0:00:00,,1496.00,"ICH wc   /08","Piceene-Cornsto-Equiset","Piceene-Equiset","npe",,0
1497.00,"31","ICH wc","PR","ICH","wc","wc","","","31","","","","Non-forested bog","","",8.00,10/11/2000 0:00:00,,1497.00,"ICH wc   /31","","","npe",,0
1498.00,"32","ICH wc","PR","ICH","wc","wc","","","32","","","","Non-forested fen/marsh","","",8.00,10/11/2000 0:00:00,,1498.00,"ICH wc   /32","","","npe",,0
1499.00,"01","MH  mm 1","PR","MH","mm1","mm","1","","01","","","","HmBa - Blueberry","","",8.00,10/11/2000 0:00:00,,1499.00,"MH  mm 1 /01","","Tsugmer-Vaccmem","",,0
1500.00,"02","MH  mm 1","PR","MH","mm1","mm","1","","02","","","","HmBa - Mountain-heather","","",8.00,10/11/2000 0:00:00,,1500.00,"MH  mm 1 /02","","Tsugmer-Cassmer","",,0
1501.00,"03","MH  mm 1","PR","MH","mm1","mm","1","","03","","","","BaHm - Oak fern","","",8.00,10/11/2000 0:00:00,,1501.00,"MH  mm 1 /03","","Tsugmer-Strelan","",,0
1502.00,"04","MH  mm 1","PR","MH","mm1","mm","1","","04","","","","HmBa - Bramble","","",8.00,10/11/2000 0:00:00,,1502.00,"MH  mm 1 /04","","Tsugmer-Vaccmem","",,0
1503.00,"05","MH  mm 1","PR","MH","mm1","mm","1","","05","","","","BaHm - Twistedstalk","","",8.00,10/11/2000 0:00:00,,1503.00,"MH  mm 1 /05","","Tsugmer-Strelan","",,0
1504.00,"06","MH  mm 1","PR","MH","mm1","mm","1","","06","","","","HmYc - Deer-cabbage","","",8.00,10/11/2000 0:00:00,,1504.00,"MH  mm 1 /06","","Tsugmer-Coptasp","",,0
1505.00,"07","MH  mm 1","PR","MH","mm1","mm","1","","07","","","","YcHm - Hellebore","","",8.00,10/11/2000 0:00:00,,1505.00,"MH  mm 1 /07","","","",,0
1506.00,"08","MH  mm 1","PR","MH","mm1","mm","1","","08","","","","HmYc - Sphagnum","","",8.00,10/11/2000 0:00:00,,1506.00,"MH  mm 1 /08","","Chamnoo-Sphagnu","",,0
1507.00,"09","MH  mm 1","PR","MH","mm1","mm","1","","09","","","","YcHm - Skunk cabbage","","",8.00,10/11/2000 0:00:00,,1507.00,"MH  mm 1 /09","","Tsugmer-Coptasp","",,0
1508.00,"31","MH  mm 1","PR","MH","mm1","mm","1","","31","","","","Non-forested wetland","","",8.00,10/11/2000 0:00:00,,1508.00,"MH  mm 1 /31","","","npe",,0
1509.00,"51","MH  mm 1","PR","MH","mm1","mm","1","","51","","","","Avalanche track","","",8.00,10/11/2000 0:00:00,,1509.00,"MH  mm 1 /51","","","npe",,0
1510.00,"01","MH  mm 2","PR","MH","mm2","mm","2","","01","","","","HmBa - Blueberry","","",8.00,10/11/2000 0:00:00,,1510.00,"MH  mm 2 /01","","Tsugmer-Vaccmem","missing",,0
1511.00,"02","MH  mm 2","PR","MH","mm2","mm","2","","02","","","","HmBa - Mountain-heather","","",8.00,10/11/2000 0:00:00,,1511.00,"MH  mm 2 /02","","Tsugmer-Cassmer","missing",,0
1512.00,"03","MH  mm 2","PR","MH","mm2","mm","2","","03","","","","BaHm - Oak fern","","",8.00,10/11/2000 0:00:00,,1512.00,"MH  mm 2 /03","","Tsugmer-Strelan","missing",,0
1513.00,"04","MH  mm 2","PR","MH","mm2","mm","2","","04","","","","HmBa - Bramble","","",8.00,10/11/2000 0:00:00,,1513.00,"MH  mm 2 /04","","Tsugmer-Vaccmem","missing",,0
1514.00,"05","MH  mm 2","PR","MH","mm2","mm","2","","05","","","","BaHm - Twistedstalk","","",8.00,10/11/2000 0:00:00,,1514.00,"MH  mm 2 /05","","Tsugmer-Strelan","missing",,0
1515.00,"06","MH  mm 2","PR","MH","mm2","mm","2","","06","","","","HmYc - Deer-cabbage","","",8.00,10/11/2000 0:00:00,,1515.00,"MH  mm 2 /06","","","missing",,0
1516.00,"07","MH  mm 2","PR","MH","mm2","mm","2","","07","","","","YcHm - Hellebore","","",8.00,10/11/2000 0:00:00,,1516.00,"MH  mm 2 /07","","","missing",,0
1517.00,"08","MH  mm 2","PR","MH","mm2","mm","2","","08","","","","HmYc - Sphagnum","","",8.00,10/11/2000 0:00:00,,1517.00,"MH  mm 2 /08","","","missing",,0
1518.00,"09","MH  mm 2","PR","MH","mm2","mm","2","","09","","","","YcHm - Skunk cabbage","","",8.00,10/11/2000 0:00:00,,1518.00,"MH  mm 2 /09","","Tsugmer-Coptasp","missing",,0
1519.00,"31","MH  mm 2","PR","MH","mm2","mm","2","","31","","","","Non-forested wetland","","",8.00,10/11/2000 0:00:00,,1519.00,"MH  mm 2 /31","","","missing",,0
1520.00,"51","MH  mm 2","PR","MH","mm2","mm","2","","51","","","","Avalanche track","","",8.00,10/11/2000 0:00:00,,1520.00,"MH  mm 2 /51","","","missing",,0
1521.00,"01","MH  wh 1","PR","MH","wh1","wh","1","","01","","","","HmSs - Blueberry","","",8.00,10/11/2000 0:00:00,,1521.00,"MH  wh 1 /01","","Tsugmer-Coptasp","NA",,0
1522.00,"02","MH  wh 1","PR","MH","wh1","wh","1","","02","","","","HmYc - Mountain-heather","","",8.00,10/11/2000 0:00:00,,1522.00,"MH  wh 1 /02","","","NA",,0
1523.00,"03","MH  wh 1","PR","MH","wh1","wh","1","","03","","","","SsHm - Reedgrass","","",8.00,10/11/2000 0:00:00,,1523.00,"MH  wh 1 /03","","Tsugmer-Coptasp","NA",,0
1524.00,"04","MH  wh 1","PR","MH","wh1","wh","1","","04","","","","HmYc - Goldthread","","",8.00,10/11/2000 0:00:00,,1524.00,"MH  wh 1 /04","","Tsugmer-Coptasp","NA",,0
1525.00,"05","MH  wh 1","PR","MH","wh1","wh","1","","05","","","","YcHm - Twistedstalk","","",8.00,10/11/2000 0:00:00,,1525.00,"MH  wh 1 /05","","Tsugmer-Coptasp","NA",,0
1526.00,"06","MH  wh 1","PR","MH","wh1","wh","1","","06","","","","HmYc - Deer-cabbage","","",8.00,10/11/2000 0:00:00,,1526.00,"MH  wh 1 /06","","Tsugmer-Coptasp","NA",,0
1527.00,"07","MH  wh 1","PR","MH","wh1","wh","1","","07","","","","YcHm - Hellebore","","",8.00,10/11/2000 0:00:00,,1527.00,"MH  wh 1 /07","","Tsugmer-Coptasp","NA",,0
1528.00,"08","MH  wh 1","PR","MH","wh1","wh","1","","08","","","","HmYc - Sphagnum","","",8.00,10/11/2000 0:00:00,,1528.00,"MH  wh 1 /08","","","NA",,0
1529.00,"09","MH  wh 1","PR","MH","wh1","wh","1","","09","","","","YcHm - Skunk cabbage","","",8.00,10/11/2000 0:00:00,,1529.00,"MH  wh 1 /09","","","NA",,0
1530.00,"31","MH  wh 1","PR","MH","wh1","wh","1","","31","","","","Non-forested wetland","","",8.00,10/11/2000 0:00:00,,1530.00,"MH  wh 1 /31","","","npe",,0
1531.00,"01","SBPSmc","PR","SBPS","mc","mc","","","01","","","","Pl - Feathermoss - Cladina","","",8.00,10/11/2000 0:00:00,,1531.00,"SBPSmc   /01","Pinucon-Arctuva-Pleusch","Pinucon-Pleusch","",,0
1532.00,"01a","SBPSmc","PR","SBPS","mc","mc","","","01","a","","","Pl - Feathermoss - Cladina, Mesic","","",8.00,10/11/2000 0:00:00,,1532.00,"SBPSmc   /01a","","","",,0
1533.00,"01b","SBPSmc","PR","SBPS","mc","mc","","","01","b","","","Pl - Feathermoss - Cladina, Submesic","","",8.00,10/11/2000 0:00:00,,1533.00,"SBPSmc   /01b","","","",,0
1534.00,"02","SBPSmc","PR","SBPS","mc","mc","","","02","","","","Pl - Kinnikinnick - Cladonia","","",8.00,10/11/2000 0:00:00,,1534.00,"SBPSmc   /02","Pinucon-Arctuva-Cladoni","Pinucon-Cladoni","",,0
1535.00,"03","SBPSmc","PR","SBPS","mc","mc","","","03","","","","SbPl - Feathermoss","","",8.00,10/11/2000 0:00:00,,1535.00,"SBPSmc   /03","","Picemar-Abielas-Pleusch","",,0
1536.00,"04","SBPSmc","PR","SBPS","mc","mc","","","04","","","","Sxw - Scrub birch - Feathermoss","","",8.00,10/11/2000 0:00:00,,1536.00,"SBPSmc   /04","Piceene-Betunan-Loniinv","Piceene-Loniinv","",,0
1537.00,"05","SBPSmc","PR","SBPS","mc","mc","","","05","","","","Sxw - Horsetail","","",8.00,10/11/2000 0:00:00,,1537.00,"SBPSmc   /05","Piceene-Cornsto-Equiset","Piceene-Equiset","",,0
1538.00,"06","SBPSmc","PR","SBPS","mc","mc","","","06","","","","Sxw - Horsetail - Glow moss","","",8.00,10/11/2000 0:00:00,,1538.00,"SBPSmc   /06","Piceene-Equiset-Aulapal","Piceene-Equiset","",,0
1539.00,"07","SBPSmc","PR","SBPS","mc","mc","","","07","","","","SbSxw - Scrub birch - Sedge","","",8.00,10/11/2000 0:00:00,,1539.00,"SBPSmc   /07","","","",,0
1540.00,"31","SBPSmc","PR","SBPS","mc","mc","","","31","","","","Non-forested bog","","",8.00,10/11/2000 0:00:00,,1540.00,"SBPSmc   /31","","","npe",,0
1541.00,"32","SBPSmc","PR","SBPS","mc","mc","","","32","","","","Non-forested fen/marsh","","",8.00,10/11/2000 0:00:00,,1541.00,"SBPSmc   /32","","","npe",,0
1542.00,"01","SBS dk","PR","SBS","dk","dk","","","01","","","","Sxw - Spirea - Purple peavine","","",8.00,10/11/2000 0:00:00,,1542.00,"SBS dk   /01","Piceene-Loniinv","Piceene-Loniinv","missing",,0
1543.00,"01a","SBS dk","PR","SBS","dk","dk","","","01","a","","","Sxw - Spirea - Purple peavine, Fine-textured","","",8.00,10/11/2000 0:00:00,,1543.00,"SBS dk   /01a","","","missing",,0
1544.00,"01b","SBS dk","PR","SBS","dk","dk","","","01","b","","","Sxw - Spirea - Purple peavine, Coarse-textured","","",8.00,10/11/2000 0:00:00,,1544.00,"SBS dk   /01b","","","missing",,0
1545.00,"02","SBS dk","PR","SBS","dk","dk","","","02","","","","Pl - Juniper - Ricegrass","","",8.00,10/11/2000 0:00:00,,1545.00,"SBS dk   /02","Pinucon-Arctuva-Cladoni","Pinucon-Cladoni","",,0
1546.00,"03","SBS dk","PR","SBS","dk","dk","","","03","","","","Pl - Feathermoss - Cladina","","",8.00,10/11/2000 0:00:00,,1546.00,"SBS dk   /03","Pinucon-Arctuva-Pleusch","Pinucon-Pleusch","missing",,0
1547.00,"04","SBS dk","PR","SBS","dk","dk","","","04","","","","Fd - Soopolallie - Feathermoss","","",8.00,10/11/2000 0:00:00,,1547.00,"SBS dk   /04","","Pseumen-Shepcan","missing",,0
1548.00,"05","SBS dk","PR","SBS","dk","dk","","","05","","","","Sxw - Spirea - Feathermoss","","",8.00,10/11/2000 0:00:00,,1548.00,"SBS dk   /05","Piceene-Spirbet-Pleusch","Piceene-Loniinv","missing",,0
1549.00,"06","SBS dk","PR","SBS","dk","dk","","","06","","","","Sxw - Twinberry - Coltsfoot","","",8.00,10/11/2000 0:00:00,,1549.00,"SBS dk   /06","Piceene-Loniinv","Piceene-Loniinv","missing",,0
1550.00,"07","SBS dk","PR","SBS","dk","dk","","","07","","","","Sxw - Horsetail","","",8.00,10/11/2000 0:00:00,,1550.00,"SBS dk   /07","Piceene-Cornsto-Equiset","Piceene-Equiset","missing",,0
1551.00,"07a","SBS dk","PR","SBS","dk","dk","","","07","a","","","Sxw - Horsetail, Freely drained","","",8.00,10/11/2000 0:00:00,,1551.00,"SBS dk   /07a","","","missing",,0
