"ID","SiteSeries","SiteSeriesLongName","SiteSeriesScientificName","Level"
-124599393,"BWBSmk   /Gb52","Prickly rose – Fuzzy-spiked wildrye","Rosa acicularis – Leymus innovatus",11
-123476144,"ESSFmv 2 /Wf02","Scrub birch – Water sedge","Betula nana – Carex aquatilis",11
-119902860,"IDF xk   /101","Fd – Rocky Mountain juniper – Pinegrass","Pseudotsuga menziesii – Juniperus scopulorum – Calamagrostis rubescens",11
-117703202,"IDF xw   /02","FdPy – Bluebunch wheatgrass – Pinegrass","Pseudotsuga menziesii – Pinus ponderosa – Pseudoroegneria spicata – Calamagrostis rubescens",11
-116666448,"ESSFwh 3 /112b","SeBl – Horsetail – Canby's lovage; Swamp phase","Picea engelmannii – Abies lasiocarpa – Equisetum arvense – Ligusticum canbyi",11
-116463712,"MH  wh   /101","HmSs – Blueberry  ","Tsuga mertensiana – Picea sitchensis – Vaccinium alaskense",11
-116453372,"ICH dw 1 /Gb03","Ninebark – Oceanspray – Bluebunch wheatgrass","Physocarpus malvaceus – Holodiscus discolor – Pseudoroegneria spicata",11
-115595357,"CWH xm 1 /10","Act – Willow","Populus trichocarpa – Salix spp.",11
-115053729,"MH  wh 1 /09","YcHm – Skunk cabbage","Chamaecyparis nootkatensis – Tsuga mertensiana – Lysichiton americanus",11
-114446907,"ESSFwm 3 /Wf03","Water sedge – Peat moss","Carex aquatilis – Sphagnum spp.",11
-114366371,"ESSFwm 3 /Rt02","Rock moss – Clad lichen","Racomitrium spp. – Cladonia spp.",11
-114341466,"ESSFmh   /Ro10","Huckleberry – Rock moss – Haircap moss","Vaccinium membranaceum – Racomitrium spp. – Polytrichum sp.",11
-113263200,"SBS dw 1 /07","Sxw – Twinberry – Coltsfoot","Picea engelmannii x glauca – Lonicera involucrata – Petasites frigidus",11
-112694942,"ICH dw 4 /Wf11","Tufted clubrush – Star moss","Trichophorum cespitosum – Campylium stellatum",11
-109846551,"ESSFdk 1 /Vs13","Huckleberry – Bear-grass – Fireweed","Vaccinium membranaceum – Xerophyllum tenax – Chamerion angustifolium",11
-109422507,"MS  dk   /Wf02","Scrub birch – Water sedge","Betula nana – Carex aquatilis",11
-109304155,"BWBSwk 2 /103$6B.1","$At – Rose – Fuzzy-spiked wildrye","Populus tremuloides – Rosa acicularis – Leymus innovatus",11
-107978044,"ESSFdk 2 /111","BlSe – Azalea – Foamflower","Abies lasiocarpa – Picea engelmannii – Menziesia ferruginea – Tiarella trifoliata",11
-107756808,"ESSFxc   /Wf13","Narrow-leaved cotton-grass – Shore sedge","Eriophorum angustifolium – Carex limosa",11
-106932090,"ESSFdk 2 /Vs10","Willow – Cow-parsnip – Fireweed","Salix sp. – Heracleum maximum – Chamerion angustifolium",11
-106004697,"CWH xm 1 /06","HwCw – Deer fern","Tsuga heterophylla – Thuja plicata – Blechnum spicant",11
-104411876,"CWH wh 1 /Wm50","Sitka sedge – Pacific water-parsley","Carex sitchensis – Oenanthe sarmentosa",11
-102082511,"MH  mm 1 /07","YcHm – Hellebore","Chamaecyparis nootkatensis – Tsuga mertensiana – Veratrum viride",11
-100688191,"ICH xw  a/Gb06","Snowbrush – Poverty oatgrass","Ceanothus velutinus – Danthonia spicata",11
-100598321,"ICH dw 4 /Fl01","Mountain alder – Common horsetail","Alnus incana – Equisetum arvense",11
-100485536,"ICH dw 4 /Wm02","Swamp horsetail – Beaked sedge","Equisetum fluviatile – Carex utriculata",11
-94919498,"IDF dk 1 /05","SxwFd – Gooseberry – Feathermoss","Picea engelmannii x glauca – Pseudotsuga menziesii – Ribes lacustre – Pleurozium schreberi",11
-93709610,"ICH vk 2 /02","HwCw – Cladonia","Tsuga heterophylla – Thuja plicata – Cladonia spp.",11
-89103547,"BG  xw 1 /05","Py – Rough fescue – Bluebunch wheatgrass","Pinus ponderosa – Festuca campestris – Pseudoroegneria spicata",11
-88828331,"SBS mk 1 /09b","Sxw – Horsetail; Organic","Picea engelmannii x glauca – Equisetum arvense",11
-88512782,"CWH ds 2 /12","CwSs – Skunk cabbage","Thuja plicata – Picea sitchensis – Lysichiton americanus",11
-87502551,"ESSFwm 3 /Vs10.2","Barclay's willow – Cow-parsnip – Fireweed","Salix barclayi – Heracleum maximum – Chamerion angustifolium",11
-86945869,"MH  wh   /Am33","Arrow-leaved groundsel – Hellebore – Large-awned sedge","Senecio triangularis – Veratrum viride – Carex macrochaeta",11
-85693953,"ICH mc 2 /02$Epdh","$Ep – Douglas maple","Betula papyrifera – Acer glabrum",11
-83466246,"IDF dk 5 /Gg01","Bluebunch wheatgrass – Prairie sagewort – Junegrass","Pseudoroegneria spicata – Artemisia frigida – Koeleria macrantha",11
-83415184,"ESSFwc 4 /Vh01.2","Cow-parsnip – Fireweed – Bluejoint","Heracleum maximum – Chamerion angustifolium – Calamagrostis canadensis",11
-81795352,"CWH wh 2 /101c","HwSs – Lanky moss; Moister phase","Tsuga heterophylla – Picea sitchensis – Rhytidiadelphus loreus",11
-81452666,"ESSFwv   /03","BlHm – Feathermoss","Abies lasiocarpa – Tsuga mertensiana – Pleurozium schreberi",11
-79109359,"IDF dm 2 /Ro02","Rocky Mountain juniper – Selaginella – Bluebunch wheatgrass","Juniperus scopulorum – Selaginella densa – Pseudoroegneria spicata",11
-78707162,"SBS mc 2 /Wf07","Scrub birch – Buckbean – Shore sedge","Betula nana – Menyanthes trifoliata – Carex limosa",11
-77006053,"ESSFwk 1 /05","Bl – Devil's club – Lady fern","Abies lasiocarpa – Oplopanax horridus – Athyrium filix-femina",11
-75424497,"SBS wk 3a/04","SxwFd – Birch-leaved spirea – Feathermoss","Picea engelmannii x glauca – Pseudotsuga menziesii – Spiraea betulifolia – Pleurozium schreberi",11
-72707933,"CWH ms 2 /02","FdPl – Kinnikinnick","Pseudotsuga menziesii – Pinus contorta – Arctostaphylos uva-ursi",11
-67861520,"CWH vh 3 /115","CwYc – Salal – Goldthread ","Thuja plicata – Chamaecyparis nootkatensis – Gaultheria shallon – Coptis aspleniifolia",11
-66214628,"IDF xh 4 /02","FdPy – Pinegrass – Penstemon","Pseudotsuga menziesii – Pinus ponderosa – Calamagrostis rubescens – Penstemon procerus",11
-62854862,"ESSFwm 4 /Vs11","Thimbleberry – Cow parsnip – Fireweed","Rubus parviflorus – Heracleum maximum – Chamerion angustifolium",11
-60956209,"ESSFdk 1 /Vh01.2","Cow-parsnip – Fireweed – Bluejoint","Heracleum maximum – Chamerion angustifolium – Calamagrostis canadensis",11
-60066919,"ICH mw 5 /110","CwHw – Oak fern","Thuja plicata – Tsuga heterophylla – Gymnocarpium dryopteris",11
-57006226,"CWH vh 3 /105a","HwSs – Lanky moss; Mineral phase","Tsuga heterophylla – Picea sitchensis – Rhytidiadelphus loreus",11
-56946616,"CWH ws 1 /05","HwBa – Queen's cup","Tsuga heterophylla – Abies amabilis – Clintonia uniflora",11
-56004965,"SBS wk 3 /01","Sxw – Oak fern","Picea engelmannii x glauca – Gymnocarpium dryopteris",11
-55178379,"MS  xv   /Wm10","Northern mannagrass","Glyceria borealis",11
-53782933,"ESSFxc 1 /Wf09","Few-flowered spike-rush – Hook moss","Eleocharis quinqueflora – Drepanocladus spp.",11
-53067473,"BWBSmk   /101$6B.2","$EpAt – Sarsaparilla","Betula papyrifera – Populus tremuloides – Aralia nudicaulis",11
-53043737,"ESSFwm 3 /102","Bl – Huckleberry – Bear-grass","Abies lasiocarpa – Vaccinium membranaceum – Xerophyllum tenax",11
-52991902,"MS  xv   /06","Sxw – Crowberry – Knight's plume","Picea engelmannii x glauca – Empetrum nigrum – Ptilium crista-castrensis",11
-52716732,"ESSFwh 1 /Ro06.1","Juniper – Stonecrop – Sandwort","Juniperus communis – Sedum sp. – Eremogone capillaris",11
-49362190,"SBS mk 1 /10","Sb – Scrub birch – Sedge","Picea mariana – Betula nana – Carex spp.",11
-47778915,"IDF xm   /Gg24","Short-awned pocupinegrass – Junegrass – Clad lichen","Hesperostipa curtiseta – Koeleria macrantha – Cladonia spp.",11
-47686997,"ESSFwc 3 /02","Bl – Rhododendron – Queen's cup","Abies lasiocarpa – Rhododendron albiflorum – Clintonia uniflora",11
-47591430,"CWH vh 2 /07b","CwSs – Devil's club; Lithic","Thuja plicata – Picea sitchensis – Oplopanax horridus",11
-47557718,"MS  dk   /Rt01","Rocktripe – Green map","Umbilicaria sp. – Rhizocarpon geographicum",11
-47050197,"ICH vk 1 /02","HwCw – Falsebox – Feathermoss","Tsuga heterophylla – Thuja plicata – Paxistima myrsinites – Pleurozium schreberi",11
-46668535,"ICH mw 2 /Fm04","Cottonwood – Redcedar – Dogwood – Lady fern ","Populus trichocarpa – Thuja plicata – Cornus sericea – Athyrium filix-femina",11
-44634395,"BWBSmk   /Wb05","Sb – Water sedge – Peat moss","Picea mariana – Carex aquatilis – Sphagnum spp.",11
-43281819,"SBS mh   /04","Fd – Douglas maple – Step moss","Pseudotsuga menziesii – Acer glabrum – Hylocomium splendens",11
-40929437,"ICH vk 1 /Wf11","Tufted clubrush – Star moss","Trichophorum cespitosum – Campylium stellatum",11
-40229249,"ICH dk   /09","Sxw – Horsetail","Picea engelmannii x glauca – Equisetum arvense",11
-39293182,"ESSFdk 1 /Gg33","Pinegrass – Yellow penstemon","Calamagrostis canadensis – Penstemon confertus ",11
-37872193,"ESSFwm 2 /Vh02.1","Valerian – Hellebore – Fireweed","Valeriana sitchensis – Veratrum viride – Chamerion angustifolium",11
-34620597,"BWBSdk   /104","Sb – Labrador tea – Step moss","Picea mariana – Rhododendron groenlandicum – Hylocomium splendens",11
-33253557,"ESSFwcw  /Vs10.2","Barclay's willow – Cow-parsnip – Fireweed","Salix barclayi – Heracleum maximum – Chamerion angustifolium",11
-31698403,"MS  xk   /Wm01","Beaked sedge – Water sedge","Carex utriculata – Carex aquatilis",11
-30027678,"ESSFvv   /03","BlHm – Rhododendron – Mountain liverwort","Abies lasiocarpa – Tsuga mertensiana – Rhododendron albiflorum",11
-30019455,"MS  dm 2 /Wf09","Few-flowered spike-rush – Hook moss","Eleocharis quinqueflora – Drepanocladus spp.",11
-29822400,"IDF xx 2 /Wf01","Water sedge – Beaked sedge","Carex aquatilis – Carex utriculata",11
-27138331,"ICH vk 2 /05","Cw – Devil's club – Ostrich fern","Thuja plicata – Oplopanax horridus – Matteuccia struthiopteris",11
-24258434,"ICH mc 2 /54","$SxEp – Devil's club","Picea sp. x Picea sp. – Betula papyrifera – Oplopanax horridus",11
-24181218,"ESSFwm 1 /110","BlSe – Azalea – Oak fern","Abies lasiocarpa – Picea engelmannii – Menziesia ferrunginea – Gymnocarpium dryopteris",11
-23994319,"ESSFdcp  /Ro06.1","Juniper – Stonecrop – Sandwort","Juniperus communis – Sedum sp. – Eremogone capillaris",11
-22576850,"SBS mc 1 /01a","Sxw – Huckleberry; Typic","Picea engelmannii x glauca – Vaccinium membranaceum",11
-22189736,"ESSFwm 2 /111","Bl – Arrow-leaved groundsel – Canby's lovage","Abies lasiocarpa – Senecio triangularis – Ligusticum canbyi",11
-20004087,"IDF dm 2 /Rt07.2","Juniper – Rocktripe","Juniperus communis –  Umbilicaria sp.",11
-18688404,"ESSFwh 3 /Vh03","Ladyfern – Hellebore – Valerian","Athyrium filix-femina – Veratrum viride – Valeriana sitchensis",11
-14299146,"SBS mc 2 /08","Sxw – Twinberry – Oak fern","Picea engelmannii x glauca – Lonicera involucrata – Gymnocarpium dryopteris",11
-13305437,"BG  xw 2 /Gg22","Spreading needlegrass – Northern bedstraw","Achnatherum richardsonii – Galium boreale",11
-10973911,"IDF dm 2 /Ff01a","Water birch – Red-osier dogwood – Rose","Betula occidentalis – Cornus sericea – Rosa acicularis",11
-10144482,"IDF xk   /Gg02","Bluebunch wheatgrass – Balsamroot","Pseudoroegneria spicata – Balsamorhiza sagittata",11
-9824483,"ICH dw 4 /102","FdPl – Juniper – Kinnikinnick","Pseudotsuga menziesii – Pinus contorta –  Juniperus communis –  Arctostaphylos uva-ursi",11
-7687359,"SBS dk   /08b","Act – Dogwood – Prickly rose; Medium-bench","Populus trichocarpa – Cornus sericea – Rosa acicularis",11
-6456428,"IDF xx 2 /103","Py(Fd) – Antelope-brush – Bluebunch wheatgrass","Pinus ponderosa – (Pseudotsuga menziesii) – Purshia tridentata – Pseudoroegneria spicata",11
-5424454,"ESSFmv 1 /02","Pl – Huckleberry – Cladonia","Pinus contorta – Vaccinium membranaceum – Cladonia spp.",11
-3374053,"ESSFwc 4 /112","Se – Horsetail – Valerian","Picea engelmannii – Equisetum arvense – Valeriana sitchensis",11
-3095473,"SBPSxc   /Wm01","Beaked sedge – Water sedge","Carex utriculata – Carex aquatilis",11
-1394240,"CWH ds 1 /10","Act – Willow","Populus trichocarpa – Salix spp.",11
269159,"PP  dh 1 /05","PyAct – Snowberry – Kentucky bluegrass","Pinus ponderosa – Populus trichocarpa – Symphoricarpos albus",11
970277,"IDF dk 3 /Wm06","Great bulrush","Schoenoplectus acutus",11
1050313,"CWH wh 2 /110","SsYc – Oak fern ","Picea sitchensis – Chamaecyparis nootkatensis – Gymnocarpium dryopteris",11
2672075,"IDF mw 1 /04","Fd – Pinegrass – Feathermoss","Pseudotsuga menziesii – Calamagrostis rubescens – Pleurozium schreberi",11
3945311,"ESSFdk 1 /Gg14","Idaho fescue – Sulphur buckwheat – Sandwort","Festuca idahoensis – Eriogonum umbellatum – Eremigone capillaris",11
9756100,"ESSFwc 2 /Wf11","Tufted clubrush – Star moss","Trichophorum cespitosum – Campylium stellatum",11
9981080,"ICH mc 2 /01a$Atpw","$At – Pink wintergreen","Populus tremuloides – Pyrola asarifolia",11
9988370,"ICH dh   /Ro05","Juniper – Kinnikinnick – Penstemon","Juniperus communis – Arctostaphylos uva-ursi – Penstemon fruticosa",11
10731976,"ICH dk   /06","CwSxw – Raspberry – Oak fern","Thuja plicata – Picea engelmannii x glauca – Rubus idaeus",11
10847197,"IDF xk   /113a","Sxw – Dogwood – Horsetail; Xeric phase","Picea engelmannii x glauca – Cornus sericea – Equisetum arvense",11
12096898,"CWH xm 1 /Wf10","Hudson Bay clubrush – Red hook moss","Trichophorum alpinum – Scorpidium revolvens",11
12760988,"IDF dk 5 /Rt07.1","Aspen – Juniper – Rocktripe","Populus tremuloides – Juniperus communis –  Umbilicaria sp.",11
12892828,"ESSFdc 1 /Vs12","Huckleberry – Rhododendron – Fireweed","Vaccinium membranaceum – Rhododendron albiflorum – Chamerion angustifolium",11
14267638,"ESSFvc   /05","BlHm – Horsetail","Abies lasiocarpa – Tsuga mertensiana – Equisetum arvense",11
14690884,"CWH vh 2 /13","CwSs – Skunk cabbage","Thuja plicata – Picea sitchensis – Lysichiton americanus",11
15581266,"CWH xm 1 /01","HwFd – Kindbergia","Tsuga heterophylla – Pseudotsuga menziesii – Eurhynchium oreganum",11
16799514,"IDF dm 2 /Wm14","Common reed","Phragmites australis ssp. americanus",11
19381650,"BG  xh 1 /05","Py – Sumac","Pinus ponderosa – Rhus glabra",11
21993209,"MS  dc 1 /Ws06","Sitka willow – Sitka sedge","Salix sitchensis – Carex sitchensis",11
24000028,"SBS mc 3 /04","Sxw – Huckleberry – Soopolallie","Picea engelmannii x glauca – Vaccinium membranaceum – Shepherdia canadensis",11
26727026,"ICH mk 4 /Ws07","Spruce – Common horsetail – Leafy moss","Picea engelmannii x glauca – Equisetum arvense – Carex disperma – Rhizomnium sp.",11
26820743,"IDF mw 2 /01$YC","$CwFd – Feathermoss","Thuja plicata – Pseudotsuga menziesii – Pleurozium schreberi",11
27694696,"BWBSmk   /Fl03","Pacific willow – Red-osier dogwood – Horsetail","Salix lasiandra – Cornus sericea – Equisetum arvense",11
31877206,"SBS mh   /01","SxwFd – Hazelnut","Picea engelmannii x glauca – Pseudotsuga menziesii – Corylus cornuta",11
33066856,"MS  dw   /Ro01.2","Selaginella – Sidewalk moss","Selaginella densa – Tortula ruralis",11
33896230,"ICH mw 3 /09","Sedge – Sphagnum","Carex spp. – Sphagnum spp.",11
35650545,"MS  dc 2 /07","Sxw – Gooseberry","Picea engelmannii x glauca – Ribes lacustre",11
37789086,"ICH mk 5 /103","Fd – Juniper – Pinegrass – Showy aster","Pseudotsuga menziesii – Juniperus communis – Calamagrostis rubescens – Eurybia conspicua",11
38273499,"ESSFwcw  /Ro12","Mountain-heather – Alaska saxifrage – Rock moss","Cassiope mertensiana – Micranthes ferruginea – Racomitrium spp.",11
38933224,"ESSFwmw  /Vs01.2","Sitka alder – Spiny wood fern","Alnus viridis ssp. sinuata – Dryopteris expansa",11
38974517,"MS  dm 1 /Wf01","Water sedge – Beaked sedge","Carex aquatilis – Carex utriculata",11
39553332,"CWH ms 2 /07","Ss – Salmonberry","Picea sitchensis – Rubus spectabilis",11
40355582,"ICH dw 1 /Ro10","Huckleberry – Rock moss – Haircap moss","Vaccinium membranaceum – Racomitrium spp. – Polytrichum sp.",11
41092955,"MH  whp  /Sk34","Mountain  hemlock – Pacific reedgrass – Hellebore ","Tsuga mertensiana – Calamagrostis nutkaensis – Veratrum viride",11
41184071,"CWH mm 1 /05","BaCw – Foamflower","Abies amabilis – Thuja plicata – Tiarella trifoliata",11
42948195,"CWH vh 2 /Wm50","Sitka sedge – Hemlock-parsley","Carex sitchensis – Oenanthe sarmentosa",11
47080896,"ESSFwk 1 /06","Bl – Horsetail – Sphagnum","Abies lasiocarpa – Equisetum arvense – Sphagnum spp.",11
48017706,"ICH mk 4 /Vs01","Sitka alder – Lady fern","Alnus viridis ssp. sinuata – Athyrium filix-femina",11
48103301,"MS  xv   /05","Pl – Trapper's tea – Crowberry","Pinus contorta – Rhododendron neoglandulosum – Empetrum nigrum",11
49334705,"CWH mm 1 /03","HwCw – Salal","Tsuga heterophylla – Thuja plicata – Gaultheria shallon",11
51048597,"MS  dc 2 /04","PlBl – Soopolallie – Kinnikinnick","Pinus contorta – Abies lasiocarpa – Shepherdia canadensis",11
51079240,"IDF xk   /Ro02","Rocky Mountain juniper – Selaginella – Bluebunch wheatgrass","Juniperus scopulorum – Selaginella densa – Pseudoroegneria spicata",11
52526002,"IDF dk 4 /Wm03","Awned sedge","Carex atherodes",11
55295820,"ESSFwm 3 /Rt01","Rocktripe – Green map","Umbilicaria sp. – Rhizocarpon geographicum",11
56342570,"ESSFwh 1 /Rt07.2","Juniper – Rocktripe","Juniperus communis –  Umbilicaria sp.",11
56393269,"CWH ms 1 /03","FdHw – Falsebox","Pseudotsuga menziesii – Tsuga heterophylla – Paxistima myrsinites",11
57844625,"CWH ms 1 /07","Ss – Salmonberry","Picea sitchensis – Rubus spectabilis",11
58558686,"ESSFmc   /Wf03","Water sedge – Peat moss","Carex aquatilis – Sphagnum spp.",11
58883789,"CWH mm 1 /07","BaCw – Salmonberry","Abies amabilis – Thuja plicata – Rubus spectabilis",11
58909543,"ESSFwc 3 /Wf03","Water sedge – Peat moss","Carex aquatilis – Sphagnum spp.",11
60850005,"ESSFwc 4 /Rt21","Subalpine larch – Pink mountain-heather – Heron's-bill","Larix lyallii – Phyllodoce empetriformis –  Dicranum spp.",11
61766725,"ICH mc 2 /03$Atcv","$At – Canada violet","Populus tremuloides – Viola canadensis",11
62128575,"CWH vh 2 /03a","CwYc – Salal; Mineral","Thuja plicata – Chamaecyparis nootkatensis – Gaultheria shallon",11
63050142,"ESSFmk   /03","BlHm – Cladonia","Abies lasiocarpa – Tsuga mertensiana – Cladonia spp.",11
64827630,"IDF xk   /111","At – Prairie rose – Pinegrass","Populus tremuloides – Rosa woodsii – Calamagrostis rubescens",11
65441287,"BWBSdk   /110$6B.1","$At – Horsetail – Step moss","Populus tremuloides – Equisetum arvense – Hylocomium splendens",11
67324487,"IDF xk   /Gg10","Rough fescue – Bluebunch wheatgrass","Festuca campestris – Pseudoroegneria spicata",11
69919201,"ESSFwc 2 /01","Bl – Azalea – Oak fern","Abies lasiocarpa – Menziesia ferrunginea – Gymnocarpium dryopteris",11
70043947,"IDF dk 5 /Rt01","Rocktripe – Green map","Umbilicaria sp. – Rhizocarpon geographicum",11
71379885,"SBPSmk   /07","Sxw – Horsetail – Glow moss","Picea engelmannii x glauca – Equisetum arvense – Aulacomnium palustre",11
72369443,"BWBSwk 1 /Wf14","Tea-leaved willow – Water sedge – Glow moss","Salix planifolia – Carex aquatilis – Aulacomnium palustre",11
72654098,"ESSFdc 1 /Vh11","Fireweed – Yarrow – Strawberry","Chamerion angustifolium – Achillea millefolium – Fragaria virginiana",11
74326634,"IDF dk 3 /Wf01","Water sedge – Beaked sedge","Carex aquatilis – Carex utriculata",11
78384411,"ESSFdk 2 /Vh01.2","Cow-parsnip – Fireweed – Bluejoint","Heracleum maximum – Chamerion angustifolium – Calamagrostis canadensis",11
79007226,"MS  dw   /111a","Sxw – Horsetail; Riparian phase","Picea engelmannii x glauca – Equisetum arvense",11
79268960,"ICH xw   /Gb06","Snowbrush – Poverty oatgrass","Ceanothus velutinus – Danthonia spicata",11
79766532,"ESSFdcw  /Ws08.2","Engelmann spruce – Subalpine fir – Horsetail – Canby's Lovage","Picea engelmannii x glauca – Abies lasiocarpa – Equisetum arvense – Ligusticum canbyii ",11
80582056,"ESSFxc 2 /Wf09","Few-flowered spike-rush – Hook moss","Eleocharis quinqueflora – Drepanocladus spp.",11
80786037,"ESSFwh 3 /Vs10","Willow – Cow-parsnip – Fireweed","Salix sp. – Heracleum maximum – Chamerion angustifolium",11
83411626,"BG  xh 2 /04","Py – Bluebunch wheatgrass","Pinus ponderosa – Pseudoroegneria spicata",11
86220651,"ESSFwm 1 /Vs01.2","Sitka alder – Spiny wood fern","Alnus viridis ssp. sinuata – Dryopteris expansa",11
87337839,"ESSFwcp  /Ag01","Timber oatgrass – Grouseberry – Sandwort","Danthonia intermedia – Vaccinium scoparium – Eremogone capillaris",11
88954503,"ESSFmw 2 /Wf12","Narrow-leaved cotton-grass – Marsh-marigold","Eriophorum angustifolium – Caltha leptosepala",11
90904002,"CWH ds 1 /08","Ss – Salmonberry","Picea sitchensis – Rubus spectabilis",11
91322762,"IDF dm 2 /112a","Sxw – Dogwood – Horsetail; Riparian ","Picea engelmannii x glauca – Cornus sericea – Equisetum arvense",11
91516890,"ESSFwmw  /Ws08.2","Engelmann spruce – Subalpine fir – Horsetail – Canby's Lovage","Picea engelmannii x glauca – Abies lasiocarpa – Equisetum arvense – Ligusticum canbyii ",11
92545401,"ICH mw 5 /Vs10.2","Barclay's willow – Cow-parsnip – Fireweed","Salix barclayi – Heracleum maximum – Chamerion angustifolium",11
92885961,"ESSFwh 3 /Wm16","Bluejoint – Arrow-leaved groundsel","Calamagrostis canadensis – Senecio triangularis",11
93534575,"ESSFxc   /Wm09","Inflated sedge","Carex exsiccata",11
98494111,"ESSFwm 3 /112b","SeBl – Horsetail – Canby's lovage; Swamp phase","Picea engelmannii – Abies lasiocarpa – Equisetum arvense – Ligusticum canbyi ",11
99109217,"ESSFwh 1 /103","BlFd – Huckleberry – Falsebox","Abies lasiocarpa – Pseudotsuga menziesii – Vaccinium membranaceum – Paxistima myrsinites",11
101078421,"ESSFwm 4 /Vs10.2","Barclay's willow – Cow-parsnip – Fireweed","Salix barclayi – Heracleum maximum – Chamerion angustifolium",11
103796942,"ICH wk 1 /Wf06","Slender sedge – Buckbean","Carex lasiocarpa – Menyanthes trifoliata",11
105310537,"ICH mk 4 /Vs02","Sitka alder – Solomon's-seal","Alnus viridis ssp. sinuata – Maianthemum racemosum",11
106538886,"ICH mw 4 /Rt03","Raspberry – Feathermoss – Clad lichen","Rubus idaeus – Pleurozium schreberi – Cladonia spp.",11
108437226,"MH  wh 1 /07","YcHm – Hellebore","Chamaecyparis nootkatensis – Tsuga mertensiana - Veratrum viride",11
109279592,"IDF dk 5 /Wf02","Scrub birch – Water sedge","Betula nana – Carex aquatilis",11
111252150,"ESSFdk 2 /Ws08","Subalpine fir – Sitka valerian – Common horsetail","Abies lasiocarpa – Valeriana sitchensis – Equisetum arvense",11
111429489,"ICH mk 3 /05","SxwCw – Oak fern","Picea engelmannii x glauca – Thuja plicata – Gymnocarpium dryopteris",11
118349523,"ICH wc   /03","Hw – Step moss","Tsuga heterophylla – Hylocomium splendens",11
120138846,"IDF mw 2 /01","FdCw – Falsebox – Prince's pine","Pseudotsuga menziesii – Thuja plicata – Paxistima myrsinites – Chimaphila umbellata",11
121958688,"ICH mc 2 /04$Atcv","$At – Canada violet","Populus tremuloides – Viola canadensis",11
122805232,"IDF dm 2 /104","Fd(Lw) – Pinegrass – Kinnikinnick","Pseudotsuga menziesii – (Larix occidentalis) – Calamagrostis rubescens – Arctostaphylos uva-ursi",11
124246950,"IDF dk 5 /Ro01","Selaginella – Bluebunch wheatgrass – Sidewalk moss","Selaginella densa – Pseudoroegneria spicata – Tortula ruralis",11
124279894,"ICH xw  a/111","CwHw – Oak fern","Thuja plicata – Tsuga heterophylla – Gymnocarpium dryopteris",11
125475340,"CWH vm 2 /11","CwYc – Skunk cabbage","Thuja plicata – Chamaecyparis nootkatensis – Lysichiton americanus",11
126995676,"SBS mw   /07","Sxw – Twinberry – Oak fern","Picea engelmannii x glauca – Lonicera involucrata – Gymnocarpium dryopteris",11
127371444,"ICH mw 2 /Ro05","Juniper – Kinnikinnick – Penstemon","Juniperus communis – Arctostaphylos uva-ursi – Penstemon fruticosa",11
127809075,"ICH mw 5 /103","Fd – Douglas maple – Falsebox","Pseudotsuga menziesii – Acer glabrum var. douglasii – Paxistima myrsinites",11
127947681,"ESSFxc   /Wf02","Scrub birch – Water sedge","Betula nana – Carex aquatilis",11
128538526,"ESSFwm 3 /Vs01","Sitka alder – Lady fern","Alnus viridis ssp. sinuata – Athyrium filix-femina",11
130252819,"IDF dk 4 /08","Sxw – Scrub birch – Feathermoss","Picea engelmannii x glauca – Betula nana – Pleurozium schreberi",11
130322712,"ESSFwh 1 /Vs11","Thimbleberry – Cow parsnip – Fireweed","Rubus parviflorus – Heracleum maximum – Chamerion angustifolium",11
131271052,"ICH mw 5 /Vs01.1","Sitka alder – Lady fern","Alnus viridis ssp. sinuata – Athyrium filix-femina – Dryopteris expansa",11
131913491,"IDF xm   /Rt04","Saskatoon – Bluebunch wheatgrass","Amelanchier alnifolia – Pseudoroegneria spicata",11
133013470,"BWBSdk   /110","Sw – Currant – Horsetail","Picea glauca – Ribes triste – Equisetum arvense",11
133156675,"ESSFmm 1 /01","Bl – Azalea – Gooseberry","Abies lasiocarpa – Menziesia ferrunginea – Ribes lacustre",11
133859641,"SBS dk   /54","Drummond's willow – Bluejoint","Salix drummondiana – Calamagrostis canadensis",11
136313341,"ESSFwc 2 /05","Bl – Azalea – Feathermoss","Abies lasiocarpa – Menziesia ferrunginea – Pleurozium schreberi",11
137730054,"SBS wk 3a/03","SxwFd – Purple peavine","Picea engelmannii x glauca – Pseudotsuga menziesii – Lathyrus nevadensis",11
138127922,"CDF mm   /06","CwBg – Foamflower","Thuja plicata – Abies grandis – Tiarella trifoliata",11
138164805,"IDF dk 1 /Wf02","Scrub birch – Water sedge","Betula nana – Carex aquatilis",11
138651236,"ESSFmw   /Wm02","Swamp horsetail – Beaked sedge","Equisetum fluviatile – Carex utriculata",11
140767173,"ESSFmm 1 /07","Bl – Labrador tea – Horsetail","Abies lasiocarpa – Rhododendron groenlandicum – Equisetum arvense",11
144669816,"ESSFdcw  /Wf12","Narrow-leaved cotton-grass – Marsh-marigold","Eriophorum angustifolium – Caltha leptosepala",11
145262658,"ESSFwh 1 /Vh11","Fireweed – Yarrow – Strawberry","Chamerion angustifolium – Achillea millefolium – Fragaria virginiana",11
148676072,"ICH mc 1 /Ws50","Hardhack – Sitka sedge","Spiraea douglasii ssp. menziesii – Carex sitchensis",11
