"ID","SiteSeries","SiteSeriesLongName","SiteSeriesScientificName","Level"
-1458208836,"ESSFmw 2 /Wf13","Narrow-leaved cotton-grass – Shore sedge","Eriophorum angustifolium – Carex limosa",11
-1457631383,"MS  dv   /07","Sxw – Dwarf blueberry – Crowberry","Picea engelmannii x glauca – Vaccinium caespitosum – Empetrum nigrum",11
-1456693384,"MS  dw   /Ws07","Spruce – Common horsetail – Leafy moss","Picea engelmannii x glauca – Equisetum arvense – Carex disperma – Rhizomnium sp.",11
-1456241552,"ESSFdk 2 /Wf01","Water sedge – Beaked sedge","Carex aquatilis – Carex utriculata",11
-1455865926,"MH  wh   /111","HmSs – Reedgrass – Deer-cabbage ","Tsuga mertensiana – Picea sitchensis – Calamagrostis nutkaensis – Nephrophyllidium crista-galli",11
-1455203862,"ESSFmv 3 /06","Sxw – Huckleberry – High bush-cranberry","Picea engelmannii x glauca – Vaccinium membranaceum – Viburnum edule",11
-1454614003,"ESSFwm 4 /Wf11","Tufted clubrush – Star moss","Trichophorum cespitosum – Campylium stellatum",11
-1453618872,"SBS mk 2 /05","Sxw – Oak fern","Picea engelmannii x glauca – Gymnocarpium dryopteris",11
-1452844219,"ICH mw 4 /Wf05","Slender sedge – Common hook moss","Carex lasiocarpa – Drepanocladus aduncus",11
-1452795906,"CWH vm 1 /15","YcHm – Skunk cabbage","Chamaecyparis nootkatensis – Tsuga mertensiana – Lysichiton americanus",11
-1452467364,"BWBSwk 1 /Wb09","Sb – Common horsetail – Peat moss","Picea mariana – Equisetum arvense – Sphagnum spp.",11
-1451037095,"IDF dk 5 /Gg12","Rough fescue – Yarrow – Old man's whiskers","Festuca campestris – Achillea millefolium – Geum triflorum",11
-1447820408,"ESSFvc   /03","BlHm – Rhododendron – Pipecleaner moss","Abies lasiocarpa – Tsuga mertensiana – Rhododendron albiflorum",11
-1444652349,"ESSFwc 4 /Vs01.2","Sitka alder – Spiny wood fern","Alnus viridis ssp. sinuata – Dryopteris expansa",11
-1443406830,"ICH mk 4 /Rt07.2","Juniper – Rocktripe","Juniperus communis –  Umbilicaria sp.",11
-1438630885,"PP  xh 1 /Wm05","Cattail","Typha latifolia",11
-1438600465,"BWBSwk 1 /103$6B.1","$At – Rose – Fuzzy-spiked wildrye","Populus tremuloides – Rosa acicularis – Leymus innovatus",11
-1435189759,"ESSFwm 4 /Vh01.2","Cow-parsnip – Fireweed – Bluejoint","Heracleum maximum – Chamerion angustifolium – Calamagrostis canadensis",11
-1433393450,"SBS dk   /07a$Atlf","$At – Lady fern","Populus tremuloides – Athyrium filix-femina",11
-1432794109,"ESSFwh 3 /Ro10","Huckleberry – Rock moss – Haircap moss","Vaccinium membranaceum – Racomitrium spp. – Polytrichum sp.",11
-1432146003,"ICH mw 5 /Ro09","Saskatoon – Rock moss – Clad lichen","Amelanchier alnifolia – Racomitrium spp. – Cladonia spp.",11
-1431623229,"SBS mk 2 /04","Sb – Huckleberry – Spirea","Picea mariana – Vaccinium membranaceum – Spiraea betulifolia",11
-1431489795,"MS  dk   /Ff01","Water birch – Red-osier dogwood – Rose","Betula occidentalis – Cornus sericea – Rosa acicularis",11
-1431127365,"ESSFdc 1 /110","BlSe – Rhododendron – Hellebore","Abies lasiocarpa – Picea engelmannii – Rhododendron albiflorum – Veratrum viride",11
-1430484660,"ESSFmh   /Wf04","Barclay's willow – Water sedge – Glow moss","Salix barclayi – Carex aquatilis – Aulacomnium palustre",11
-1428213291,"CWH vh 3 /112","Ss – Trisetum ","Picea sitchensis – Trisetum cernuum",11
-1427726935,"CWH mm 1 /11","Pl – Sphagnum","Pinus contorta – Sphagnum spp.",11
-1426282838,"PP  xh 1 /01","Py – Bluebunch wheatgrass – Idaho fescue","Pinus ponderosa – Pseudoroegneria spicata – Festuca idahoensis",11
-1425144537,"SBPSmk   /05","SxwFd – Step moss","Picea engelmannii x glauca – Pseudotsuga menziesii – Hylocomium splendens",11
-1419656442,"ICH dh   /Wm04","Common spike-rush","Eleocharis palustris",11
-1417357538,"BG  xh 3 /Ro04","Big sagebrush – Selaginella – Bluebunch wheatgrass","Artemisia tridentata ssp. tridentata – Selaginella densa – Pseudoroegneria spicata",11
-1416364320,"BWBSdk   /Wf05","Slender sedge – Common hook moss","Carex lasiocarpa – Drepanocladus aduncus",11
-1414080170,"ICH mw 4 /114","SxwCw – Horsetail – Lady fern","Picea engelmannii x glauca – Thuja plicata – Equisetum arvense – Athyrium filix-femina ",11
-1413440202,"ICH dk   /08","Sxw – Devil's club – Lady fern","Picea engelmannii x glauca – Oplopanax horridus – Athyrium filix-femina",11
-1413380804,"SBS dh 1 /02","Pl – Velvet-leaved blueberry – Cladonia","Pinus contorta – Vaccinium myrtilloides – Cladonia spp.",11
-1411807951,"SWB mk   /02","Sw – Scrub birch – Cladina","Picea glauca – Betula nana – Cladina spp.",11
-1411339136,"IDF dk 4 /01","FdPl – Pinegrass – Feathermoss","Pseudotsuga menziesii – Pinus contorta – Calamagrostis rubescens – Pleurozium schreberi",11
-1411013134,"ESSFwv   /07","Bl – Valerian – Sickle moss","Abies lasiocarpa – Valeriana sitchensis – Sanionia uncinata",11
-1409439115,"SBS mc 2 /Wf10","Hudson Bay clubrush – Red hook moss","Trichophorum alpinum – Scorpidium revolvens",11
-1409190350,"ESSFwh 3 /112","SeBl – Horsetail – Canby's lovage","Picea engelmannii – Abies lasiocarpa – Equisetum arvense – Ligusticum canbyi",11
-1407929350,"SBS wk 1 /Fl02","Mountain alder – Red-osier dogwood – Horsetail","Alnus incana – Cornus sericea – Athyrium filix-femina",11
-1407399502,"ESSFmc   /09","Bl – Horsetail – Glow moss","Abies lasiocarpa – Equisetum arvense – Aulacomnium palustre",11
-1407251933,"ESSFmv 3 /07","Bl – Horsetail – Feathermoss","Abies lasiocarpa – Equisetum arvense – Pleurozium schreberi",11
-1406607814,"CWH ws 2 /06","BaCw – Devil's club","Abies amabilis – Thuja plicata – Oplopanax horridus",11
-1403257200,"IDF dk 5 /Rt03","Raspberry – Feathermoss – Clad lichen","Rubus idaeus – Pleurozium schreberi – Cladonia spp.",11
-1402767252,"MS  dk   /112b","Sxw – Labrador tea – Peat moss; Bog phase","Picea engelmannii x glauca – Rhododendron groenlandicum – Sphagnum spp.",11
-1398790500,"ICH dh   /Rt02","Rock moss – Clad lichen","Racomitrium spp. – Cladonia spp.",11
-1397504831,"ESSFdk 2 /Vh02.1","Valerian – Hellebore – Fireweed","Valeriana sitchensis – Veratrum viride – Chamerion angustifolium",11
-1396270850,"SBS dw 3 /02","FdPl – Cladonia","Pseudotsuga menziesii – Pinus contorta – Cladonia spp.",11
-1395974862,"CWH wh 1 /103.1","Ss – Salal ; typic variation","Picea sitchensis – Gaultheria shallon",11
-1395123424,"ESSFwm 1 /Rt07.1","Aspen – Juniper – Rocktripe","Populus tremuloides – Juniperus communis –  Umbilicaria sp.",11
-1394543989,"ESSFdk 2 /Wb15","Spruce – Labrador tea – Peat moss","Picea engelmannii x glauca – Rhododendron groenlandicum – Sphagnum spp.",11
-1394391538,"ESSFdc 1 /112a","Se – Horsetail – Globeflower; Riparian phase","Picea engelmannii – Equisetum arvense – Trollius albiflorus",11
-1394125758,"ICH vk 2 /06","CwSxw – Skunk cabbage","Thuja plicata – Picea engelmannii x glauca – Lysichiton americanus",11
-1392557218,"ICH dw 4 /Ro09","Saskatoon – Rock moss – Clad lichen","Amelanchier alnifolia – Racomitrium spp. – Cladonia spp.",11
-1392195478,"MS  dm 2 /01","Sxw – Falsebox – Feathermoss","Picea engelmannii x glauca – Paxistima myrsinites",11
-1388778047,"IDF xk   /110","Fd – Feathermoss – Step moss","Pseudotsuga menziesii – Pleurozium schreberi – Hylocomium splendens",11
-1388022476,"ESSFwm 1 /Wf04","Barclay's willow – Water sedge – Glow moss","Salix barclayi – Carex aquatilis – Aulacomnium palustre",11
-1387342068,"ICH wk 4 /01","CwHw – Oak fern","Thuja plicata – Tsuga heterophylla – Gymnocarpium dryopteris",11
-1386729682,"ICH dw 1 /Ws02","Mountain alder – Pink spirea – Sitka sedge","Alnus incana – Spiraea douglasii ssp. menziesii – Carex sitchensis",11
-1385008015,"IDF xw   /01","Fd – Juniper – Bluebunch wheatgrass","Pseudotsuga menziesii – Juniperus communis – Pseudoroegneria spicata",11
-1380701453,"CWH vh 2 /08","Ss – Lily-of-the-valley","Picea sitchensis – Maianthemum dilatatum",11
-1379819986,"MS  xk   /Wf04","Barclay's willow – Water sedge – Glow moss","Salix barclayi – Carex aquatilis – Aulacomnium palustre",11
-1378712065,"MS  dk   /Ws03","Bebb's willow – Bluejoint","Salix bebbiana – Calamagrostis canadensis",11
-1377230155,"SBS dw 2 /09","Sxw – Devil's club – Knight's plume","Picea engelmannii x glauca – Oplopanax horridus – Ptilium crista-castrensis",11
-1377160721,"IDF dm 2 /Gg10","Rough fescue – Bluebunch wheatgrass","Festuca campestris – Pseudoroegneria spicata",11
-1376756182,"ICH dh   /Rt06","Mock-orange – Choke cherry – Saskatoon","Philadelphus lewisii – Prunus virginiana –  Amelanchier alnifolia ",11
-1375202118,"CWH vm 1 /06","HwBa – Deer fern","Tsuga heterophylla – Abies amabilis – Blechnum spicant",11
-1371928071,"ICH mw 2 /Vs01","Sitka alder – Lady fern","Alnus viridis ssp. sinuata – Athyrium filix-femina",11
-1371736920,"ESSFdkw  /Vh02.2","Valerian – Showy Sedge – Fireweed","Valeriana sitchensis – Carex spectabilis – Chamerion angustifolium",11
-1370815467,"ICH mk 3 /01","CwSxw – Falsebox – Knight's plume","Thuja plicata – Picea engelmannii x glauca – Paxistima myrsinites – Ptilium crista-castrensis",11
-1369844929,"ESSFvc   /06","Sedge – Sphagnum","Carex spp. – Sphagnum spp.",11
-1369784903,"BG  xh 3 /Gg03","Bluebunch wheatgrass – Selaginella","Pseudoroegneria spicata – Selaginella densa",11
-1369408263,"ESSFwh 3 /104","Bl – Rhododendron – Bear-grass – Pipecleaner moss","Abies lasiocarpa – Rhododendron albiflorum – Xerophyllum tenax – Rhytidiopsis robusta",11
-1368458699,"ESSFwm 1 /Vs01","Sitka alder – Lady fern","Alnus viridis ssp. sinuata – Athyrium filix-femina",11
-1368453685,"CWH wh 1 /103.2","Ss – Salal; reedgrass variation","Picea sitchensis – Gaultheria shallon – Calamagrostis nutkaensis",11
-1365754231,"ESSFxc 2 /Wf11","Tufted clubrush – Star moss","Trichophorum cespitosum – Campylium stellatum",11
-1365006794,"IDF dm 2 /Ff01b","Water birch – Red-osier dogwood – Rose","Betula occidentalis – Cornus sericea – Rosa acicularis",11
-1364011237,"ICH xw  a/Gb03","Ninebark – Oceanspray – Bluebunch wheatgrass","Physocarpus malvaceus – Holodiscus discolor – Pseudoroegneria spicata",11
-1363590786,"IDF xm   /03","Fd – Juniper – Cladonia","Pseudotsuga menziesii – Juniperus communis – Cladonia spp.",11
-1362432910,"ESSFwm 3 /Vh02.1","Valerian – Hellebore – Fireweed","Valeriana sitchensis – Veratrum viride – Chamerion angustifolium",11
-1359392115,"SBS wk 1 /01","Sxw – Oak fern","Picea engelmannii x glauca – Gymnocarpium dryopteris",11
-1358664915,"SBS dw 3 /05","PlSb – Feathermoss","Pinus contorta – Picea mariana – Pleurozium schreberi",11
-1358549358,"MS  dk   /Gg14","Idaho fescue – Sulphur buckwheat – Sandwort","Festuca idahoensis – Eriogonum umbellatum – Eremigone capillaris",11
-1357401356,"ESSFdc 1 /Ws08.2","Engelmann spruce – Subalpine fir – Horsetail – Canby's Lovage","Picea engelmannii x glauca – Abies lasiocarpa – Equisetum arvense – Ligusticum canbyii ",11
-1353624250,"ICH mk 2 /04","CwSxw – Douglas maple – Fairybells","Thuja plicata – Picea engelmannii x glauca – Acer glabrum – Prosartes hookeri",11
-1353549287,"IDF dm 2 /Gg01","Bluebunch wheatgrass – Prairie sagewort – Junegrass","Pseudoroegneria spicata – Artemisia frigida – Koeleria macrantha",11
-1350249965,"ICH mk 2 /01","CwSxw – Falsebox – Knight's plume","Thuja plicata – Picea engelmannii x glauca – Paxistima myrsinites – Ptilium crista-castrensis",11
-1349279421,"CWH vh 3 /Ed01","Tufted hairgrass – Meadow barley","Deschampsia cespitosa – Hordeum brachyantherum",11
-1348919414,"MS  dw   /Wf01","Water sedge – Beaked sedge","Carex aquatilis – Carex utriculata",11
-1348426986,"MS  dm 2 /04","Pl – Grouseberry – Pinegrass","Pinus contorta – Vaccinium scoparium – Calamagrostis rubescens",11
-1343392168,"SBPSxc   /Wf02","Scrub birch – Water sedge","Betula nana – Carex aquatilis",11
-1340909524,"ESSFxc   /Wf08","Shore sedge – Buckbean – Hook moss","Carex limosa – Menyanthes trifoliata – Drepanocladus spp.",11
-1340323514,"ESSFmc   /05","Bl – Huckleberry – Thimbleberry","Abies lasiocarpa – Vaccinium membranaceum – Rubus parviflorus",11
-1340131797,"ESSFwh 1 /Ro09.2","Saskatoon – Poverty oatgrass – Rock moss – Clad lichen","Amelanchier alnifolia – Danthonia spicata – Racomitrium spp. – Cladonia spp.",11
-1339881657,"ESSFwm 1 /111","Bl – Arrow-leaved groundsel – Canby's lovage","Abies lasiocarpa – Senecio triangularis – Ligusticum canbyi",11
-1339702563,"MS  dk   /Vs10","Willow – Cow-parsnip – Fireweed","Salix sp. – Heracleum maximum – Chamerion angustifolium",11
-1339320392,"SBS dk   /03$Epdh","$Ep – Douglas maple","Betula papyrifera – Acer glabrum",11
-1335645213,"ICH mw 4 /111","Sxw(Hw) – Huckleberry – Oak fern","Picea engelmannii x glauca – Tsuga heterophylla – Vaccinium membranaceum – Gymnocarpium dryopteris",11
-1332645359,"MH  wh 1 /04","HmYc – Goldthread","Tsuga mertensiana – Chamaecyparis nootkatensis – Coptis asplenifolia",11
-1330948221,"ESSFwm 2 /Vh01","Cow-parsnip – Fireweed – Nettle","Heracleum maximum – Chamerion angustifolium – Urtica dioica",11
-1329940026,"ICH wk 4 /05","HwCw – Step moss","Tsuga heterophylla – Thuja plicata – Hylocomium splendens",11
-1327494082,"BWBSmk   /104a","Sb – Labrador tea – Step moss; Freely drained phase","Picea mariana – Rhododendron groenlandicum – Hylocomium splendens",11
-1325596929,"IDF xk   /Rt01","Rocktripe – Green map","Umbilicaria sp. – Rhizocarpon geographicum",11
-1322166698,"ICH mc 1a/01a","HwBa – Bramble; Mesic","Tsuga heterophylla – Abies amabilis – Rubus pedatus",11
-1321600955,"MS  dk   /Ws06","Sitka willow – Sitka sedge","Salix sitchensis – Carex sitchensis",11
-1321545084,"ESSFxc   /Ws05","Maccalla's willow – Beaked sedge","Salix maccalliana – Carex utriculata",11
-1320787642,"MS  dm 3 /Wm01","Beaked sedge – Water sedge","Carex utriculata – Carex aquatilis",11
-1318848708,"CWH xm 2 /15","Cw – Slough sedge","Thuja plicata – Carex obnupta",11
-1318420511,"ESSFwmw  /110","Bl – Valerian – Hellebore – Globeflower","Abies lasiocarpa – Valeriana sitchensis – Veratrum viride – Trollius albiflorus",11
-1317449087,"IDF dk 4 /02","Fd – Juniper – Peltigera","Pseudotsuga menziesii – Juniperus communis – Peltigera spp.",11
-1316935040,"ESSFdkw  /Wf12","Narrow-leaved cotton-grass – Marsh-marigold","Eriophorum angustifolium – Caltha leptosepala",11
-1314996954,"IDF xh 2 /01","FdPy – Pinegrass – Feathermoss","Pseudotsuga menziesii – Pinus ponderosa – Calamagrostis rubescens – Pleurozium schreberi",11
-1312935085,"ICH mw 4 /Ro10","Huckleberry – Rock moss – Haircap moss","Vaccinium membranaceum – Racomitrium spp. – Polytrichum sp.",11
-1312624647,"CWH wh 1 /101","HwSs – Lanky moss ","Tsuga heterophylla – Picea sitchensis – Rhytidiadelphus loreus",11
-1311979811,"ICH mc 2 /01.1","Hw – Step moss; Hw (Cw) Variation","Tsuga heterophylla – Hylocomium splendens – Tsuga heterophylla – Thuja plicata",11
-1311501167,"BG  xw 2 /Ff01","Water birch – Red-osier dogwood – Rose","Betula occidentalis – Cornus sericea – Rosa acicularis",11
-1310736614,"CWH vm 2 /Wf51","Sitka sedge – Peat moss","Carex sitchensis – Sphagnum spp.",11
-1302625119,"ESSFwm 1 /Rt07.2","Juniper – Rocktripe","Juniperus communis –  Umbilicaria sp.",11
-1302178489,"ICH mc 2 /01b$Atpw.2","$At – Pink wintergreen","Populus tremuloides – Pyrola asarifolia",11
-1298965235,"ESSFdk 1 /Vs10.1","Sitka willow – Cow-parsnip – Fireweed","Salix sitchensis – Heracleum maximum – Chamerion angustifolium",11
-1298856527,"ESSFwm 1 /104","Bl – Rhododendron – Azalea","Abies lasiocarpa – Rhododendron albiflorum – Menziesia ferrunginea",11
-1297099261,"MS  dk   /101","SxwFd – Bunchberry – Feathermoss","Picea engelmannii x glauca – Pseudotsuga menziesii – Cornus canadensis – Pleurozium schreberi",11
-1295307181,"ESSFwk 2 /02","Bl – Oak fern – Sarsaparilla","Abies lasiocarpa – Gymnocarpium dryopteris – Aralia nudicaulis",11
-1294431087,"ICH mw 5 /Fl05","Drummond's willow – Bluejoint","Salix drummondiana – Calamagrostis canadensis",11
-1291296479,"BWBSmw   /Wb09","Sb – Common horsetail – Peat moss","Picea mariana – Equisetum arvense – Sphagnum spp.",11
-1288963595,"SBS wk 1 /Wf11","Tufted clubrush – Star moss","Trichophorum cespitosum – Campylium stellatum",11
-1288176442,"IDF dm 2 /Ws07.2","Spruce – Common horsetail – Soft-leaved sedge – Leafy moss","Picea engelmannii x glauca – Equisetum arvense – Carex disperma – Rhizomnium sp.",11
-1286139312,"ESSFwh 2 /Vh03","Ladyfern – Hellebore – Valerian","Athyrium filix-femina – Veratrum viride – Valeriana sitchensis",11
-1285512958,"ICH wk 3 /07","Hw – Wood horsetail – Sphagnum","Tsuga heterophylla – Equisetum sylvaticum",11
-1284482422,"ESSFwh 2 /103","Bl – Huckleberry – Falsebox","Abies lasiocarpa – Vaccinium membranaceum – Paxistima myrsinites",11
-1283975076,"ICH mw 2 /Fl02","Mountain alder – Red-osier dogwood – Lady fern","Alnus incana – Cornus sericea – Athyrium filix-femina",11
-1282791143,"MH  wh   /Wb54","Yellow-cedar  – Tufted clubrush – Tufted hairgrass","Chamaecyparis nootkatensis – Trichophorum cespitosum – Deschampsia cespitosa",11
-1282015853,"ICH mw 2 /Vh03","Ladyfern – Hellebore – Valerian","Athyrium filix-femina – Veratrum viride – Valeriana sitchensis",11
-1281324392,"CWH ds 2 /06","Hw – Queen's cup","Tsuga heterophylla – Clintonia uniflora",11
-1280309521,"SBS dw 2 /07","PlSb – Feathermoss","Pinus contorta – Picea mariana – Pleurozium schreberi",11
-1273632485,"ICH mc 2 /01$Atpw","$At – Pink wintergreen","Populus tremuloides – Pyrola asarifolia",11
-1273252707,"IDF dk 4 /06","Pl – Kinnikinnick – Cladonia","Pinus contorta – Arctostaphylos uva-ursi – Cladonia spp.",11
-1272709936,"ESSFwcw  /101","Bl – Rhododendron – Valerian","Abies lasiocarpa – Rhododendron albiflorum – Valeriana sitchensis",11
-1270443982,"ESSFdk 1 /Vh02.2","Valerian – Showy Sedge – Fireweed","Valeriana sitchensis – Carex spectabilis – Chamerion angustifolium",11
-1267602330,"IDF dm 2 /Gg02","Bluebunch wheatgrass – Balsamroot","Pseudoroegneria spicata – Balsamorhiza sagittata",11
-1266769374,"MS  dk   /Ws07","Spruce – Common horsetail – Leafy moss","Picea engelmannii x glauca – Equisetum arvense – Carex disperma – Rhizomnium sp.",11
-1266097833,"IDF xx 2 /Wm03","Awned sedge","Carex atherodes",11
-1263913351,"ESSFmc   /04","Bl – Huckleberry – Heron's-bill","Abies lasiocarpa – Vaccinium membranaceum – Dicranum spp.",11
-1263673688,"CWH ms 2 /03","FdHw – Falsebox","Pseudotsuga menziesii – Tsuga heterophylla – Paxistima myrsinites",11
-1262369175,"ESSFwcw  /Wm01","Beaked sedge – Water sedge","Carex utriculata – Carex aquatilis",11
-1257793527,"ESSFwh 2 /Vs10.1","Sitka willow – Cow-parsnip – Fireweed","Salix sitchensis – Heracleum maximum – Chamerion angustifolium",11
-1256924432,"ICH dh   /Ws10","Western redcedar – Spruce – Skunk cabbage","Thuja plicata – Picea engelmannii x glauca – Lysichiton americanus",11
-1253896033,"MS  dw   /Ro09.1","Saskatoon – Rock moss – Clad lichen","Amelanchier alnifolia – Racomitrium spp. – Cladonia spp.",11
-1253647732,"MS  dm 2 /Wm06","Great bulrush","Schoenoplectus acutus",11
-1251004383,"CWH vm 1 /01s","HwBa – Blueberry; Salal","Tsuga heterophylla – Abies amabilis – Vaccinium alaskense – Gaultheria shallon",11
-1249904145,"CWH vm 1 /08","BaSs – Devil's club","Abies amabilis – Picea sitchensis – Oplopanax horridus",11
-1248643832,"ICH vc   /01","HwBl – Devil's club","Tsuga heterophylla – Abies lasiocarpa – Oplopanax horridus",11
-1248287364,"CWH mm 1 /06","HwBa – Deer fern","Tsuga heterophylla – Abies amabilis – Blechnum spicant",11
-1247876610,"ICH mw 2 /114","CwSxw – Skunk cabbage","Thuja plicata – Picea engelmannii x glauca – Lysichiton americanus",11
-1247262999,"MS  xv   /03","Pl – Kinnikinnick – Cladonia","Pinus contorta – Arctostaphylos uva-ursi – Cladonia spp.",11
-1244722475,"ICH wc   /09","Hw – Cloudberry – Peat moss","Tsuga heterophylla – Rubus chamaemorus – Sphagnum spp.",11
-1242376280,"SBPSmk   /Wf05","Slender sedge – Common hook moss","Carex lasiocarpa – Drepanocladus aduncus",11
-1242260527,"ESSFwh 3 /Vs13","Huckleberry – Beargrass – Fireweed","Vaccinium membranaceum – Xerophyllum tenax – Chamerion angustifolium",11
-1242208632,"SBS mc 2 /06","Sxw – Oak fern","Picea engelmannii x glauca – Gymnocarpium dryopteris",11
-1241049481,"BWBSdk   /Wf11","Tufted clubrush – Star-moss","Trichophorum cespitosum – Campylium stellatum",11
-1240881864,"ESSFwh 3 /Vs01.1","Sitka alder – Lady fern","Alnus viridis ssp. sinuata – Athyrium filix-femina – Dryopteris expansa",11
-1240699261,"ESSFxv 2 /07","Bl – Lousewort – Glow moss","Abies lasiocarpa – Pedicularis bracteosa – Aulacomnium palustre",11
-1239133834,"SBS wk 1 /06","Sxw – Pink spirea – Oak fern","Picea engelmannii x glauca – Spiraea douglasii ssp. menziesii – Gymnocarpium dryopteris",11
-1238194149,"BG  xh 2 /Wm11","Seacoast bulrush","Bolboschoenus maritimus",11
-1234206321,"ESSFwk 2 /06","Bl – Horsetail – Sphagnum","Abies lasiocarpa – Equisetum arvense – Sphagnum spp.",11
-1233419201,"MS  dk   /105","FdPl – Pinegrass – Twinflower","Pseudotsuga menziesii – Pinus contorta – Calamagrostis rubescens – Linnaea borealis",11
-1230622263,"ICH mc 1a/01","HwBa – Bramble","Tsuga heterophylla – Abies amabilis – Rubus pedatus",11
-1230396996,"IDF mw 2 /01$YS","$EpAt – Thimbleberry – Falsebox","Betula papyrifera – Populus tremuloides – Rubus parviflorus – Paxistima myrsinites",11
-1229901055,"BWBSwk 2 /110$6B.1","$At – High bush-cranberry – Bluebells","Populus tremuloides – Viburnum edule – Mertensia paniculata",11
-1229723938,"SBS vk   /Wm01","Beaked sedge – Water sedge","Carex utriculata – Carex aquatilis",11
-1229281354,"IDF xk   /Ro05","Juniper – Kinnikinnick – Penstemon","Juniperus communis – Arctostaphylos uva-ursi – Penstemon fruticosa",11
-1226639673,"IDF dm 2 /110","FdLwSxw – Pinegrass","Pseudotsuga menziesii – Larix occidentalis – Picea engelmannii x glauca – Calamagrostis rubescens",11
-1225566813,"ESSFwcw  /110","Bl – Valerian – Hellebore – Globeflower","Abies lasiocarpa – Valeriana sitchensis – Veratrum viride – Trollius albiflorus",11
-1224072200,"IDF dk 2 /07","CwSxw – Twinberry – Soft-leaved sedge","Thuja plicata – Picea engelmannii x glauca – Lonicera involucrata",11
-1223353501,"ESSFwh 1 /Vh01","Cow-parsnip – Fireweed – Nettle","Heracleum maximum – Chamerion angustifolium – Urtica dioica",11
-1221970517,"CWH dm   /09","Act – Red-osier dogwood","Populus trichocarpa – Cornus sericea",11
-1221743301,"ESSFvv   /04","Bl – Valerian – Groundsel","Abies lasiocarpa – Valeriana sitchensis – Senecio vulgaris",11
-1220805653,"SBS dw 2 /11","Sb – Soft-leaved sedge – Sphagnum","Picea mariana – Carex disperma – Sphagnum spp.",11
-1217711374,"ESSFwm 1 /101","Bl – Rhododendron – Azalea – Foamflower","Abies lasiocarpa – Rhododendron albiflorum – Menziesia ferrunginea – Tiarella trifoliata",11
-1216685380,"ESSFwh 3 /Ro09","Saskatoon – Rock moss – Clad lichen","Amelanchier alnifolia – Racomitrium spp. – Cladonia spp.",11
-1216585541,"SBS dk   /01a","Sxw – Spirea – Purple peavine; Fine-textured","Picea engelmannii x glauca – Spiraea betulifolia – Lathyrus nevadensis",11
-1214913485,"IDF xk /Ga01","Alkali saltgrass","Distichlis spicata var. stricta",11
-1213331854,"ESSFmk   /01","BlHm – Twistedstalk","Abies lasiocarpa – Tsuga mertensiana – Streptopus spp.",11
-1213270024,"ESSFwm 1 /Vh02.1","Valerian – Hellebore – Fireweed","Valeriana sitchensis – Veratrum viride – Chamerion angustifolium",11
-1210973871,"ICH mk 4 /Vh01","Cow-parsnip – Fireweed – Nettle","Heracleum maximum – Chamerion angustifolium – Urtica dioica",11
-1209827481,"ICH mw 4 /104","FdCw – Falsebox – Prince's pine","Pseudotsuga menziesii – Thuja plicata – Paxistima myrsinites – Chimaphila umbellata",11
-1208964482,"SBS mw   /05","Sxw – Pink spirea","Picea engelmannii x glauca – Spiraea douglasii ssp. menziesii",11
-1208487014,"MS  dm 2 /Ws04","Drummond's willow – Beaked sedge","Salix drummondiana – Carex utriculata",11
-1206548613,"MS  dw   /Wm04","Common spike-rush","Eleocharis palustris",11
-1205398102,"CWH dm   /Wm05","Cattail","Typha latifolia",11
-1205357331,"ESSFdk 2 /Ro10","Huckleberry – Rock moss – Haircap moss","Vaccinium membranaceum – Racomitrium spp. – Polytrichum sp.",11
-1204116432,"CWH xm 2 /11","Pl – Sphagnum","Pinus contorta – Sphagnum spp.",11
-1202011818,"BG  xh 2 /08","Woolly sedge – Arctic rush","Carex pellita – Juncus arcticus",11
-1197692618,"MH  mm 2 /05","BaHm – Twistedstalk","Abies amabilis – Tsuga mertensiana – Streptopus spp.",11
-1195752509,"ESSFdk 2 /Wm01","Beaked sedge – Water sedge","Carex utriculata – Carex aquatilis",11
-1195736157,"ESSFxc 2 /Wf08","Shore sedge – Buckbean – Hook moss","Carex limosa – Menyanthes trifoliata – Drepanocladus spp.",11
-1195059334,"MS  xv   /Wf02","Scrub birch – Water sedge","Betula nana – Carex aquatilis",11
-1192568879,"ICH xw   /Wm06","Great bulrush","Schoenoplectus acutus",11
-1192359525,"IDF xx 2 /Rt04","Saskatoon – Bluebunch wheatgrass","Amelanchier alnifolia – Pseudoroegneria spicata",11
-1191808418,"MS  xk 2 /Wm01","Beaked sedge – Water sedge","Carex utriculata – Carex aquatilis",11
-1191142747,"SBS dw 3 /Fl05","Drummond's willow – Bluejoint","Salix drummondiana – Calamagrostis canadensis",11
-1189384136,"ESSFwmw  /Ro10","Huckleberry – Rock moss – Haircap moss","Vaccinium membranaceum – Racomitrium spp. – Polytrichum sp.",11
-1187668456,"MS  dw   /Vh01.2","Cow-parsnip – Fireweed – Bluejoint","Heracleum maximum – Chamerion angustifolium – Calamagrostis canadensis",11
-1186154599,"ESSFwc 4 /Wm16","Bluejoint – Arrow-leaved groundsel","Calamagrostis canadensis – Senecio triangularis",11
-1185221123,"ICH mw 3 /04","CwFd – Soopolallie – Twinflower","Thuja plicata – Pseudotsuga menziesii – Shepherdia canadensis – Linnaea borealis",11
-1184951082,"ICH dh   /Vh10","Fireweed – Grouseberry","Chamerion angustifolium – Vaccinium scoparium",11
