"User","InTime","OutTime","LocalMachine"
"puket",2/6/2019 6:59:49,2/6/2019 10:20:13,"I7C"
"puket",2/6/2019 11:57:21,2/6/2019 18:24:20,"I7C"
"puket",2/7/2019 12:02:54,2/7/2019 12:06:40,"I7C"
"puket",2/7/2019 14:02:07,2/7/2019 14:06:53,"I7C"
"puket",2/11/2019 6:25:02,2/11/2019 7:09:17,"I7C"
"puket",2/11/2019 7:11:06,2/11/2019 7:15:37,"I7C"
"puket",2/11/2019 7:20:31,2/11/2019 7:20:46,"I7C"
"puket",2/11/2019 7:20:48,2/11/2019 7:22:05,"I7C"
"puket",2/14/2019 7:29:59,2/14/2019 7:32:24,"I7C"
"puket",2/14/2019 7:32:26,2/14/2019 7:45:13,"I7C"
"puket",2/14/2019 7:45:15,2/14/2019 7:48:14,"I7C"
"puket",2/14/2019 13:43:36,2/14/2019 13:45:51,"I7C"
"puket",2/14/2019 13:45:53,2/14/2019 13:46:46,"I7C"
"puket",2/14/2019 13:55:19,2/14/2019 13:55:26,"I7C"
"puket",2/15/2019 6:33:43,2/15/2019 6:52:35,"I7C"
"puket",2/18/2019 12:08:32,2/18/2019 19:07:54,"I7C"
"puket",2/19/2019 12:57:26,2/19/2019 13:05:28,"I7C"
"puket",2/25/2019 13:35:01,2/25/2019 14:30:54,"I7C"
"puket",2/26/2019 8:35:24,2/26/2019 8:43:13,"I7C"
"puket",2/27/2019 8:31:43,2/27/2019 8:42:04,"I7C"
"puket",2/27/2019 9:15:11,2/27/2019 10:54:50,"I7C"
"puket",2/28/2019 7:53:49,2/28/2019 10:03:02,"I7C"
"puket",2/28/2019 11:28:40,2/28/2019 17:35:00,"I7C"
"puket",3/1/2019 6:52:07,3/1/2019 6:57:05,"I7C"
"puket",3/1/2019 13:58:30,3/1/2019 14:00:23,"I7C"
"puket",3/5/2019 12:03:21,3/5/2019 12:11:29,"I7C"
"puket",3/5/2019 12:15:57,3/5/2019 12:16:42,"I7C"
"puket",3/5/2019 12:16:46,3/5/2019 12:17:27,"I7C"
"puket",3/5/2019 12:17:32,3/5/2019 12:18:10,"I7C"
"puket",3/5/2019 12:18:15,3/5/2019 12:19:18,"I7C"
"puket",3/5/2019 12:19:22,3/5/2019 12:19:32,"I7C"
"puket",3/5/2019 12:19:37,3/5/2019 12:20:38,"I7C"
"puket",3/5/2019 12:20:42,3/5/2019 12:20:54,"I7C"
"puket",3/5/2019 12:25:19,3/5/2019 12:26:52,"I7C"
"puket",3/5/2019 12:26:57,3/5/2019 12:27:06,"I7C"
"puket",3/5/2019 12:29:23,3/5/2019 12:29:25,"I7C"
"puket",3/5/2019 12:35:25,3/5/2019 12:36:25,"I7C"
"puket",3/5/2019 12:36:31,3/5/2019 12:37:30,"I7C"
"puket",3/5/2019 12:39:04,3/5/2019 12:47:59,"I7C"
"puket",3/5/2019 12:50:25,3/5/2019 12:56:50,"I7C"
"puket",3/5/2019 13:01:00,3/5/2019 13:08:02,"I7C"
"puket",3/5/2019 13:11:43,3/5/2019 13:11:54,"I7C"
"laddi",3/5/2019 13:26:01,3/5/2019 13:26:54,"I7C"
"puket",3/7/2019 7:06:14,3/7/2019 7:35:49,"I7C"
"puket",3/7/2019 9:19:38,3/7/2019 9:52:39,"I7C"
"puket",3/7/2019 9:52:43,3/7/2019 9:52:45,"I7C"
"puket",3/7/2019 9:52:57,3/7/2019 9:52:58,"I7C"
"puket",3/7/2019 9:57:31,3/7/2019 9:58:01,"I7C"
"puket",3/7/2019 10:00:07,3/7/2019 10:00:08,"I7C"
"puket",3/7/2019 10:00:20,3/7/2019 10:00:31,"I7C"
"puket",3/7/2019 10:00:43,3/7/2019 10:01:05,"I7C"
"puket",3/7/2019 10:01:29,3/7/2019 10:01:29,"I7C"
"puket",3/7/2019 10:02:33,3/7/2019 10:02:35,"I7C"
"puket",3/7/2019 10:02:44,3/7/2019 10:02:48,"I7C"
"puket",3/7/2019 10:02:55,3/7/2019 10:02:59,"I7C"
"puket",3/7/2019 10:03:25,3/7/2019 10:03:25,"I7C"
"puket",3/7/2019 10:03:50,3/7/2019 10:03:56,"I7C"
"puket",3/7/2019 10:04:38,3/7/2019 10:04:43,"I7C"
"puket",3/7/2019 10:05:01,3/7/2019 10:05:02,"I7C"
"puket",3/7/2019 10:05:16,3/7/2019 10:19:13,"I7C"
"puket",3/8/2019 6:51:11,3/8/2019 6:51:12,"I7C"
"puket",5/19/2019 9:49:23,5/19/2019 9:50:42,"I7C"
"puket",6/5/2019 17:08:41,6/5/2019 17:21:09,"I7C"
"puket",6/6/2019 12:12:23,6/6/2019 12:20:42,"I7C"
"puket",6/6/2019 13:01:42,6/6/2019 13:06:46,"I7C"
"puket",6/6/2019 13:07:54,6/6/2019 15:29:47,"I7C"
"puket",6/6/2019 15:30:16,6/6/2019 15:31:29,"I7C"
"puket",6/6/2019 15:38:42,6/6/2019 15:38:52,"I7C"
"puket",6/6/2019 15:44:56,6/6/2019 15:44:58,"I7C"
"puket",6/7/2019 6:04:34,6/7/2019 7:10:49,"I7C"
"puket",6/7/2019 8:41:20,6/7/2019 8:43:11,"I7C"
"puket",6/7/2019 8:44:15,6/7/2019 9:44:14,"I7C"
"puket",6/7/2019 10:15:15,6/7/2019 10:21:51,"I7C"
"puket",6/7/2019 11:24:42,6/7/2019 11:25:30,"I7C"
"puket",6/8/2019 7:40:19,6/8/2019 7:47:38,"I7C"
"puket",6/8/2019 7:51:15,6/8/2019 19:31:46,"I7C"
"puket",6/9/2019 6:56:46,6/9/2019 7:43:24,"I7C"
"puket",6/9/2019 7:43:39,6/9/2019 8:15:56,"I7C"
"puket",6/11/2019 7:05:06,6/11/2019 7:06:42,"I7C"
"puket",6/11/2019 7:12:00,6/11/2019 7:12:27,"I7C"
"puket",6/11/2019 7:13:28,6/11/2019 7:16:46,"I7C"
"puket",7/12/2019 16:44:18,7/12/2019 16:51:25,"I7C"
"puket",7/13/2019 9:48:31,7/13/2019 10:33:29,"I7C"
"puket",7/13/2019 10:42:31,7/13/2019 18:21:09,"I7C"
"puket",7/13/2019 18:22:29,7/13/2019 18:23:51,"I7C"
"puket",7/13/2019 18:24:24,7/13/2019 18:27:00,"I7C"
"puket",7/14/2019 7:20:38,7/14/2019 7:26:45,"I7C"
"puket",7/16/2019 7:49:10,7/16/2019 7:56:19,"I7C"
"puket",8/18/2019 7:23:28,8/18/2019 7:32:00,"I7C"
"puket",9/19/2019 15:41:21,9/19/2019 15:56:35,"I7C"
"puket",9/20/2019 8:08:00,9/20/2019 8:14:21,"I7C"
"puket",9/26/2019 7:44:58,9/26/2019 7:46:13,"I7C"
"puket",9/26/2019 7:46:55,9/26/2019 7:47:21,"I7C"
"puket",9/26/2019 7:47:47,9/26/2019 19:16:58,"I7C"
"puket",9/27/2019 7:51:40,9/27/2019 7:52:38,"I7C"
"puket",9/27/2019 9:55:15,9/27/2019 9:56:27,"I7C"
"puket",9/27/2019 10:01:31,9/27/2019 10:08:06,"I7C"
"puket",9/27/2019 10:08:38,9/27/2019 10:08:48,"I7C"
"puket",9/27/2019 10:08:49,9/27/2019 10:08:56,"I7C"
"puket",9/27/2019 10:09:06,9/27/2019 10:09:35,"I7C"
"puket",9/27/2019 10:09:45,9/27/2019 10:15:18,"I7C"
"puket",9/27/2019 10:15:42,9/27/2019 10:18:44,"I7C"
"puket",9/27/2019 10:18:59,9/27/2019 10:23:16,"I7C"
"puket",9/27/2019 10:23:17,9/27/2019 10:23:19,"I7C"
"puket",9/27/2019 10:23:31,9/27/2019 10:25:39,"I7C"
"puket",9/27/2019 10:25:51,9/27/2019 18:37:41,"I7C"
"puket",9/30/2019 7:20:21,9/30/2019 9:13:26,"I7C"
"puket",9/30/2019 9:16:11,9/30/2019 9:17:33,"I7C"
"puket",9/30/2019 9:17:36,9/30/2019 9:18:02,"I7C"
"puket",9/30/2019 9:18:05,9/30/2019 9:44:22,"I7C"
"puket",10/1/2019 8:03:25,10/1/2019 8:04:59,"I7C"
"puket",10/1/2019 8:05:03,10/1/2019 10:26:59,"I7C"
"puket",10/2/2019 7:20:05,10/2/2019 11:33:25,"I7C"
"puket",10/3/2019 6:28:33,10/3/2019 11:13:31,"I7C"
"puket",10/7/2019 11:40:13,10/7/2019 11:50:45,"I7C"
"puket",10/7/2019 11:50:47,10/7/2019 11:55:43,"I7C"
"puket",10/8/2019 9:06:40,10/8/2019 9:44:40,"I7C"
"puket",10/8/2019 9:47:15,10/8/2019 16:16:18,"I7C"
"Russell Klassen",10/8/2019 16:27:37,10/8/2019 16:47:44,"MAC"
"Russell Klassen",10/8/2019 16:55:16,10/8/2019 16:55:27,"MAC"
"Russell Klassen",10/8/2019 16:55:35,10/8/2019 16:57:15,"MAC"
"puket",10/15/2019 12:03:54,10/15/2019 12:04:45,"I7C"
"puket",10/15/2019 12:04:51,10/15/2019 12:05:26,"I7C"
"puket",10/15/2019 13:18:10,10/15/2019 13:18:32,"I7C"
"puket",10/16/2019 11:57:22,10/16/2019 15:15:04,"I7C"
"puket",10/16/2019 15:15:10,10/16/2019 19:30:27,"I7C"
"puket",10/17/2019 7:21:12,10/17/2019 15:30:37,"I7C"
"puket",10/18/2019 9:52:23,10/18/2019 11:37:54,"I7C"
"puket",10/21/2019 7:13:11,10/21/2019 9:17:15,"I7C"
"puket",10/21/2019 10:35:30,10/21/2019 17:37:44,"I7C"
"puket",10/22/2019 6:40:18,10/22/2019 6:58:20,"I7C"
"puket",10/22/2019 6:58:23,10/22/2019 6:58:53,"I7C"
"puket",10/22/2019 8:07:32,10/22/2019 8:08:40,"I7C"
"puket",10/22/2019 8:08:46,10/22/2019 8:18:27,"I7C"
"puket",10/24/2019 7:52:52,10/24/2019 8:01:41,"I7C"
"puket",11/4/2019 7:09:32,11/4/2019 7:09:37,"I7C"
"puket",11/4/2019 7:09:39,11/4/2019 7:10:41,"I7C"
"puket",11/6/2019 9:53:29,11/6/2019 9:53:32,"I7C"
"puket",11/6/2019 9:56:10,11/6/2019 9:56:10,"I7C"
"puket",11/6/2019 9:57:48,11/6/2019 9:57:48,"I7C"
"puket",11/6/2019 10:04:03,11/6/2019 10:04:03,"I7C"
"puket",11/6/2019 10:07:03,11/6/2019 10:07:04,"I7C"
"puket",11/6/2019 10:10:21,11/6/2019 10:10:51,"I7C"
"puket",11/6/2019 10:11:52,11/6/2019 10:12:04,"I7C"
"puket",11/6/2019 10:59:14,11/6/2019 11:06:45,"I7C"
"puket",11/12/2019 7:22:15,11/12/2019 7:24:30,"I7C"
"puket",11/12/2019 7:29:09,11/13/2019 13:15:53,"I7C"
"puket",11/14/2019 13:25:34,11/14/2019 15:37:48,"I7C"
"puket",11/18/2019 11:51:30,11/18/2019 11:53:15,"I7C"
"puket",11/18/2019 11:53:17,11/18/2019 11:53:21,"I7C"
"puket",11/18/2019 11:53:23,11/18/2019 11:53:43,"I7C"
"puket",11/18/2019 11:53:44,11/18/2019 11:54:41,"I7C"
"puket",11/20/2019 9:26:09,11/20/2019 9:48:52,"I7C"
"puket",11/20/2019 9:49:13,11/20/2019 9:49:13,"I7C"
"puket",11/20/2019 11:19:08,11/20/2019 11:19:08,"I7C"
"puket",11/20/2019 12:01:31,11/20/2019 12:06:43,"I7C"
"puket",11/20/2019 13:34:37,11/20/2019 13:46:46,"I7C"
"puket",11/21/2019 7:55:16,11/21/2019 8:10:21,"I7C"
"puket",11/21/2019 8:10:22,11/21/2019 8:10:24,"I7C"
"puket",11/21/2019 8:10:46,11/21/2019 9:11:12,"I7C"
"puket",11/21/2019 9:11:14,11/21/2019 9:11:23,"I7C"
"puket",11/21/2019 9:12:07,11/21/2019 11:08:17,"I7C"
"puket",11/21/2019 11:08:20,11/21/2019 11:08:25,"I7C"
"puket",11/21/2019 11:08:35,11/21/2019 11:09:59,"I7C"
"puket",11/21/2019 11:10:31,11/21/2019 11:11:03,"I7C"
"puket",11/21/2019 11:11:08,11/21/2019 11:39:07,"I7C"
"puket",11/21/2019 11:39:57,11/21/2019 17:19:42,"I7C"
"puket",11/22/2019 9:26:08,11/22/2019 20:12:41,"I7C"
"puket",11/23/2019 8:58:22,11/23/2019 8:59:38,"I7C"
"puket",11/23/2019 8:59:40,11/23/2019 8:59:43,"I7C"
"puket",11/23/2019 8:59:45,11/23/2019 9:00:24,"I7C"
"puket",11/26/2019 8:30:45,11/26/2019 16:21:05,"I7C"
"puket",11/27/2019 7:41:45,12/2/2019 8:08:07,"I7C"
"puket",12/2/2019 8:17:11,12/2/2019 9:27:17,"I7C"
"puket",12/2/2019 9:31:04,12/2/2019 9:31:08,"I7C"
"puket",12/2/2019 9:31:46,12/2/2019 10:07:53,"I7C"
"puket",12/2/2019 10:12:30,12/5/2019 13:54:58,"I7C"
"puket",12/5/2019 14:23:31,12/5/2019 14:26:55,"I7C"
"puket",12/5/2019 15:26:22,12/5/2019 15:59:07,"I7C"
"puket",12/12/2019 14:48:24,12/12/2019 15:57:20,"I7C"
"puket",12/12/2019 15:57:23,12/12/2019 15:57:25,"I7C"
"puket",12/12/2019 15:57:32,12/13/2019 7:52:51,"I7C"
"puket",12/13/2019 8:44:39,12/13/2019 15:20:22,"I7C"
"puket",12/13/2019 15:20:32,12/13/2019 15:22:08,"I7C"
"puket",12/13/2019 15:23:22,12/13/2019 15:23:34,"I7C"
"puket",12/13/2019 15:23:36,12/13/2019 15:23:45,"I7C"
"puket",12/13/2019 15:23:46,12/13/2019 15:24:10,"I7C"
"puket",12/13/2019 15:40:01,12/13/2019 15:44:51,"I7C"
"puket",12/14/2019 14:42:00,12/14/2019 14:57:42,"I7C"
"puket",12/14/2019 14:59:32,12/14/2019 16:54:17,"I7C"
"puket",12/15/2019 7:44:23,12/15/2019 8:00:39,"I7C"
"puket",12/15/2019 8:19:31,12/15/2019 8:35:10,"I7C"
"puket",12/15/2019 8:51:48,12/15/2019 10:11:41,"I7C"
"puket",12/15/2019 10:17:16,12/15/2019 10:18:48,"I7C"
"puket",12/15/2019 10:32:16,12/15/2019 11:16:14,"I7C"
"puket",12/15/2019 11:41:49,12/15/2019 11:42:07,"I7C"
"puket",12/16/2019 7:02:41,12/16/2019 7:12:59,"I7C"
"puket",12/16/2019 7:15:50,12/16/2019 9:07:05,"I7C"
"puket",12/16/2019 9:08:01,12/16/2019 9:10:32,"I7C"
"puket",12/16/2019 9:11:29,12/16/2019 9:29:38,"I7C"
"puket",12/16/2019 9:34:45,12/16/2019 13:07:52,"I7C"
"puket",12/17/2019 7:05:20,12/17/2019 9:00:51,"I7C"
"puket",12/17/2019 9:00:54,12/17/2019 9:07:16,"I7C"
"puket",12/17/2019 9:07:17,12/17/2019 9:11:59,"I7C"
"puket",12/17/2019 9:12:01,12/17/2019 9:14:40,"I7C"
"puket",12/17/2019 9:15:35,12/17/2019 16:04:42,"I7C"
"puket",12/17/2019 17:52:53,12/17/2019 18:01:29,"I7C"
"puket",12/17/2019 18:01:31,12/17/2019 18:01:35,"I7C"
"puket",12/17/2019 18:01:36,12/17/2019 18:02:08,"I7C"
"puket",12/18/2019 7:17:27,12/18/2019 7:22:20,"I7C"
"puket",12/18/2019 7:47:36,12/18/2019 16:16:58,"I7C"
"puket",12/19/2019 6:49:19,12/19/2019 7:21:43,"I7C"
"puket",12/19/2019 7:21:45,12/19/2019 7:21:51,"I7C"
"puket",12/19/2019 7:21:53,12/19/2019 7:22:20,"I7C"
"puket",12/20/2019 7:51:31,12/20/2019 7:51:37,"I7C"
"puket",12/20/2019 7:52:08,12/20/2019 12:58:03,"I7C"
"puket",12/20/2019 12:58:05,12/20/2019 12:58:09,"I7C"
"puket",12/20/2019 12:58:12,12/20/2019 12:59:41,"I7C"
"puket",12/20/2019 12:59:48,12/20/2019 15:23:28,"I7C"
"puket",12/20/2019 15:23:30,12/20/2019 15:23:49,"I7C"
"puket",12/23/2019 5:10:59,12/23/2019 5:46:38,"I7C"
"puket",12/23/2019 5:46:40,12/23/2019 5:46:43,"I7C"
"puket",12/23/2019 5:48:00,12/23/2019 5:48:11,"I7C"
"puket",12/23/2019 5:57:34,12/23/2019 6:04:17,"I7C"
"puket",12/23/2019 6:04:19,12/23/2019 6:05:35,"I7C"
"puket",12/23/2019 6:06:55,12/24/2019 6:58:34,"I7C"
"puket",12/24/2019 6:59:43,12/24/2019 7:00:09,"I7C"
"puket",12/27/2019 6:45:56,12/27/2019 7:02:30,"I7C"
"puket",12/27/2019 7:02:34,12/27/2019 9:04:04,"I7C"
"puket",12/27/2019 9:14:04,12/27/2019 10:25:21,"I7C"
"puket",12/27/2019 10:25:41,12/27/2019 11:38:08,"I7C"
"puket",12/27/2019 11:38:18,12/27/2019 13:36:07,"I7C"
"puket",12/28/2019 7:34:06,12/28/2019 12:51:41,"I7C"
"puket",12/29/2019 8:02:49,12/29/2019 8:38:48,"I7C"
"puket",12/29/2019 9:54:00,12/29/2019 9:54:02,"I7C"
"puket",12/29/2019 9:54:08,12/29/2019 9:54:16,"I7C"
"puket",12/29/2019 9:54:20,12/29/2019 9:54:23,"I7C"
"puket",12/29/2019 9:54:53,12/29/2019 9:54:55,"I7C"
"puket",12/29/2019 9:55:00,12/29/2019 9:55:17,"I7C"
"puket",12/29/2019 11:29:56,12/29/2019 11:38:25,"I7C"
"puket",12/29/2019 11:47:22,12/29/2019 18:33:08,"I7C"
"puket",12/30/2019 6:01:08,12/30/2019 6:03:12,"I7C"
"puket",12/30/2019 6:11:43,12/30/2019 10:03:49,"I7C"
"puket",12/30/2019 10:04:12,12/30/2019 10:04:15,"I7C"
"puket",12/30/2019 10:04:19,12/30/2019 10:04:25,"I7C"
"puket",12/30/2019 10:04:29,12/30/2019 14:13:01,"I7C"
"puket",12/31/2019 6:36:53,12/31/2019 21:26:52,"I7C"
"puket",1/2/2020 6:36:24,1/2/2020 15:28:09,"I7C"
"puket",1/6/2020 7:01:54,1/6/2020 7:03:28,"I7C"
"puket",1/6/2020 7:04:08,1/6/2020 7:04:16,"I7C"
"puket",1/6/2020 7:04:17,1/6/2020 7:06:07,"I7C"
"puket",1/6/2020 7:06:08,1/6/2020 7:06:37,"I7C"
"puket",1/6/2020 7:17:25,1/6/2020 7:36:23,"I7C"
"puket",1/6/2020 7:51:16,1/6/2020 8:14:55,"I7C"
"puket",1/6/2020 8:15:53,1/7/2020 15:54:19,"I7C"
"puket",1/8/2020 7:38:14,1/8/2020 8:37:56,"I7C"
"puket",1/8/2020 8:37:58,1/8/2020 8:40:58,"I7C"
"puket",1/8/2020 15:19:20,1/8/2020 15:19:27,"I7C"
"puket",1/8/2020 15:19:29,1/8/2020 15:20:01,"I7C"
"puket",1/9/2020 7:27:19,1/9/2020 7:29:09,"I7C"
"puket",1/9/2020 9:44:50,1/9/2020 18:21:42,"I7C"
"puket",1/13/2020 7:14:39,1/13/2020 7:20:39,"I7C"
"puket",1/13/2020 11:09:32,1/13/2020 11:09:38,"I7C"
"puket",1/13/2020 11:13:04,1/13/2020 11:26:46,"I7C"
"puket",1/13/2020 11:37:56,1/13/2020 11:39:14,"I7C"
"puket",1/13/2020 11:39:19,1/13/2020 11:45:09,"I7C"
"puket",1/13/2020 11:45:11,1/13/2020 11:45:36,"I7C"
"puket",1/13/2020 13:02:46,1/13/2020 13:23:54,"I7C"
"puket",1/14/2020 6:15:29,1/14/2020 9:50:30,"I7C"
"puket",1/14/2020 9:50:50,1/14/2020 14:58:33,"I7C"
"puket",1/16/2020 7:44:49,1/16/2020 7:45:40,"I7C"
"puket",1/16/2020 7:45:42,1/16/2020 7:45:45,"I7C"
"puket",1/16/2020 7:45:47,1/16/2020 7:48:39,"I7C"
"puket",1/16/2020 11:54:33,1/17/2020 8:04:26,"I7C"
"puket",1/21/2020 7:39:53,1/21/2020 11:46:03,"I7C"
"puket",1/27/2020 6:45:56,1/27/2020 6:47:54,"I7C"
"puket",1/27/2020 6:48:54,1/27/2020 6:49:35,"I7C"
"puket",2/3/2020 7:54:17,2/3/2020 10:32:03,"I7C"
"puket",2/3/2020 11:51:16,2/3/2020 11:55:04,"I7C"
"puket",2/4/2020 9:15:31,2/4/2020 9:18:03,"I7C"
"puket",2/4/2020 10:10:57,2/4/2020 11:04:47,"I7C"
"puket",2/4/2020 11:52:56,2/4/2020 11:56:08,"I7C"
"puket",2/5/2020 7:42:27,2/7/2020 10:22:04,"I7C"
"puket",2/7/2020 10:22:14,2/7/2020 10:23:00,"I7C"
"puket",2/18/2020 11:42:53,2/18/2020 11:47:34,"I7C"
"puket",2/19/2020 9:27:57,2/19/2020 10:10:25,"I7C"
"puket",2/19/2020 10:10:37,2/19/2020 19:48:58,"I7C"
"puket",2/20/2020 6:46:28,2/20/2020 7:06:43,"I7C"
"puket",2/20/2020 7:07:04,2/20/2020 7:15:12,"I7C"
"puket",2/20/2020 7:15:20,2/20/2020 7:19:46,"I7C"
"puket",2/20/2020 7:19:49,2/20/2020 7:22:01,"I7C"
"puket",2/20/2020 7:22:04,2/20/2020 7:25:13,"I7C"
"puket",2/20/2020 7:25:16,2/20/2020 7:25:42,"I7C"
"puket",2/20/2020 7:25:45,2/20/2020 7:43:38,"I7C"
"puket",2/20/2020 7:43:41,2/20/2020 7:57:48,"I7C"
"puket",2/20/2020 7:57:51,2/20/2020 9:08:01,"I7C"
"puket",2/20/2020 9:08:03,2/20/2020 9:08:05,"I7C"
"puket",2/20/2020 9:22:33,2/20/2020 9:27:01,"I7C"
"puket",2/20/2020 9:28:28,2/20/2020 11:39:47,"I7C"
"puket",2/20/2020 11:56:06,2/20/2020 15:23:21,"I7C"
"puket",2/21/2020 7:45:40,2/21/2020 8:45:57,"I7C"
"puket",2/21/2020 8:56:24,2/21/2020 8:56:27,"I7C"
"puket",2/21/2020 8:56:28,2/21/2020 8:56:41,"I7C"
"puket",2/21/2020 8:56:42,2/21/2020 8:57:19,"I7C"
"puket",2/21/2020 9:26:24,2/21/2020 9:26:47,"I7C"
"puket",2/24/2020 7:19:29,2/24/2020 7:23:46,"I7C"
"puket",2/24/2020 7:59:09,2/24/2020 15:12:24,"I7C"
"puket",2/24/2020 15:12:58,2/24/2020 17:54:41,"I7C"
"puket",2/25/2020 11:28:13,2/25/2020 13:52:18,"I7C"
"puket",3/1/2020 7:19:36,3/1/2020 7:42:52,"I7C"
"puket",3/1/2020 7:42:54,3/1/2020 7:43:28,"I7C"
"puket",3/10/2020 16:06:29,3/12/2020 7:24:24,"I7C"
"puket",3/26/2020 10:16:07,3/26/2020 11:27:07,"I7C"
"puket",3/26/2020 11:28:07,3/26/2020 16:13:07,"I7C"
"puket",3/27/2020 7:11:48,3/27/2020 7:17:49,"I7C"
"puket",3/27/2020 7:21:26,3/27/2020 7:21:39,"I7C"
"puket",3/27/2020 7:24:08,3/27/2020 7:26:56,"I7C"
"puket",3/27/2020 7:26:57,3/27/2020 7:26:59,"I7C"
"puket",3/30/2020 12:16:40,3/30/2020 12:17:51,"I7C"
"puket",3/30/2020 12:18:03,3/30/2020 12:18:24,"I7C"
"puket",3/30/2020 12:18:26,3/30/2020 12:18:29,"I7C"
"puket",3/30/2020 12:18:30,3/30/2020 12:18:56,"I7C"
"puket",3/31/2020 5:23:52,3/31/2020 17:56:07,"I7C"
"puket",4/1/2020 10:42:32,4/1/2020 11:09:09,"I7C"
"puket",4/1/2020 11:09:48,4/1/2020 11:17:57,"I7C"
"puket",4/1/2020 11:25:59,4/1/2020 11:28:10,"I7C"
"puket",4/6/2020 6:28:13,4/6/2020 6:43:24,"I7C"
"puket",4/6/2020 6:49:56,4/6/2020 6:50:27,"I7C"
"puket",4/6/2020 13:26:07,4/6/2020 13:28:37,"I7C"
"puket",4/6/2020 13:31:22,4/6/2020 13:39:25,"I7C"
"puket",4/6/2020 13:39:31,4/6/2020 13:40:21,"I7C"
"puket",4/6/2020 13:40:48,4/6/2020 13:42:27,"I7C"
"puket",4/6/2020 13:42:53,4/6/2020 14:21:52,"I7C"
"puket",4/6/2020 14:22:08,4/6/2020 14:23:37,"I7C"
"puket",4/6/2020 14:23:57,4/6/2020 14:26:37,"I7C"
"puket",4/6/2020 14:26:58,4/6/2020 15:12:32,"I7C"
"puket",4/6/2020 15:12:37,4/6/2020 15:16:36,"I7C"
"puket",4/6/2020 15:16:50,4/6/2020 15:22:03,"I7C"
"puket",4/6/2020 15:22:09,4/6/2020 15:24:10,"I7C"
"puket",4/6/2020 15:24:50,4/6/2020 15:36:52,"I7C"
"puket",4/6/2020 15:37:34,4/6/2020 15:38:01,"I7C"
"puket",4/6/2020 15:38:15,4/6/2020 15:42:27,"I7C"
"puket",4/6/2020 15:43:09,4/6/2020 15:43:56,"I7C"
"puket",4/6/2020 15:44:10,4/6/2020 15:45:31,"I7C"
"puket",4/6/2020 15:45:37,4/6/2020 15:45:58,"I7C"
"puket",4/6/2020 15:46:11,4/6/2020 15:50:03,"I7C"
"puket",4/6/2020 15:51:54,4/6/2020 15:55:14,"I7C"
"puket",4/6/2020 15:55:34,4/6/2020 17:38:28,"I7C"
"puket",4/6/2020 19:05:16,4/7/2020 8:15:06,"I7C"
"puket",4/7/2020 8:17:14,4/7/2020 8:47:41,"I7C"
"puket",4/7/2020 10:44:34,4/7/2020 10:44:42,"I7C"
"puket",4/7/2020 10:47:21,4/7/2020 15:16:56,"I7C"
"puket",4/7/2020 15:30:42,4/7/2020 15:34:19,"I7C"
"puket",4/7/2020 15:34:43,4/7/2020 15:34:51,"I7C"
"puket",4/8/2020 6:25:22,4/8/2020 7:17:49,"I7C"
"puket",4/8/2020 7:26:23,4/8/2020 13:35:22,"I7C"
"puket",4/8/2020 13:45:57,4/9/2020 7:42:24,"I7C"
"puket",4/9/2020 7:43:42,4/9/2020 7:47:43,"I7C"
"puket",4/9/2020 7:48:48,4/9/2020 14:50:49,"I7C"
"puket",4/9/2020 14:53:20,4/9/2020 14:56:24,"I7C"
"puket",4/9/2020 14:59:10,4/9/2020 15:00:46,"I7C"
"puket",4/14/2020 9:01:45,4/14/2020 15:35:45,"I7C"
"puket",4/15/2020 7:41:17,4/15/2020 7:56:02,"I7C"
"puket",4/15/2020 8:03:19,4/15/2020 16:01:05,"I7C"
"puket",4/16/2020 5:47:14,4/16/2020 7:41:50,"I7C"
"puket",4/16/2020 7:58:28,4/16/2020 9:41:56,"I7C"
"puket",4/16/2020 9:43:29,4/16/2020 12:58:08,"I7C"
"puket",4/16/2020 12:58:34,4/16/2020 13:55:25,"I7C"
"puket",4/16/2020 13:55:27,4/16/2020 13:55:32,"I7C"
"puket",4/17/2020 7:17:34,4/17/2020 16:02:18,"I7C"
"puket",4/20/2020 6:55:52,4/21/2020 6:33:16,"I7C"
"puket",4/21/2020 9:09:50,4/23/2020 7:32:55,"I7C"
"puket",4/23/2020 9:40:26,4/24/2020 7:24:11,"I7C"
"puket",4/24/2020 7:39:50,4/24/2020 7:54:36,"I7C"
"puket",4/24/2020 7:56:36,4/24/2020 18:12:44,"I7C"
"puket",4/27/2020 7:01:19,4/27/2020 7:20:02,"I7C"
"puket",4/27/2020 7:20:04,4/27/2020 7:20:07,"I7C"
"puket",4/27/2020 7:20:08,4/27/2020 7:20:12,"I7C"
"puket",4/27/2020 7:21:02,4/27/2020 9:50:44,"I7C"
"puket",4/27/2020 9:57:26,4/28/2020 17:37:07,"I7C"
"puket",4/29/2020 6:50:15,4/29/2020 7:14:06,"I7C"
"puket",4/29/2020 7:14:11,4/29/2020 7:31:45,"I7C"
"puket",4/29/2020 7:31:49,4/29/2020 7:34:23,"I7C"
"puket",4/29/2020 7:34:28,5/2/2020 7:58:24,"I7C"
"puket",5/3/2020 8:48:40,5/3/2020 9:12:50,"I7C"
"puket",5/3/2020 9:14:11,5/3/2020 9:14:51,"I7C"
"puket",5/5/2020 7:04:52,5/5/2020 7:45:03,"I7C"
