"Layer","StandHeight","FullCruiseCard"
"","","1"
"","","1"
"","","1"
"","","1"
"","","1"
"","","1"
"","","1"
"","","1"
"","","1"
"","","1"
"",,
"","","1"
"","","1"
"","","1"
"","","1"
"","","1"
"","","1"
"",,
"",,
"",,
"","","1"
"","","1"
"","","1"
"","","1"
"","","1"
"","","1"
"","","1"
"","","1"
"","","1"
"","","1"
"","","1"
"","","1"
