"id","line_end","line_start","name","path","target_type"
"r_function::inst/app/modules/mod_veg_sample.R::mod_veg_sample_server",504,125,"mod_veg_sample_server","inst/app/modules/mod_veg_sample.R","r_function"
"r_function::inst/app/modules/mod_veg_sample.R::mod_veg_sample_ui",123,88,"mod_veg_sample_ui","inst/app/modules/mod_veg_sample.R","r_function"
"r_function::inst/app/modules/mod_veg_sample.R::save_veg_cell",28,24,"save_veg_cell","inst/app/modules/mod_veg_sample.R","r_function"
"r_function::inst/app/modules/mod_veg_sample.R::sum_numeric_or_na",70,63,"sum_numeric_or_na","inst/app/modules/mod_veg_sample.R","r_function"
"r_function::inst/app/modules/mod_whatsnew.R::mod_whatsnew_server",166,1,"mod_whatsnew_server","inst/app/modules/mod_whatsnew.R","r_function"
"r_function::inst/app/reports/_vpro_report_utils.R::cell_spec",98,90,"cell_spec","inst/app/reports/_vpro_report_utils.R","r_function"
"r_function::inst/app/reports/_vpro_report_utils.R::kable_styling",82,77,"kable_styling","inst/app/reports/_vpro_report_utils.R","r_function"
"r_function::inst/app/reports/_vpro_report_utils.R::kbl",69,27,"kbl","inst/app/reports/_vpro_report_utils.R","r_function"
"r_function::inst/app/reports/_vpro_report_utils.R::vpro_duckdb_connect",262,215,"vpro_duckdb_connect","inst/app/reports/_vpro_report_utils.R","r_function"
"r_function::inst/app/reports/_vpro_report_utils.R::vpro_ensure_col",288,276,"vpro_ensure_col","inst/app/reports/_vpro_report_utils.R","r_function"
"r_function::inst/app/reports/_vpro_report_utils.R::vpro_first_existing_col",274,264,"vpro_first_existing_col","inst/app/reports/_vpro_report_utils.R","r_function"
"r_function::inst/app/reports/_vpro_report_utils.R::vpro_is_nonempty_string",102,100,"vpro_is_nonempty_string","inst/app/reports/_vpro_report_utils.R","r_function"
"r_function::inst/app/reports/_vpro_report_utils.R::vpro_project_root",168,137,"vpro_project_root","inst/app/reports/_vpro_report_utils.R","r_function"
"r_function::inst/app/reports/_vpro_report_utils.R::vpro_report_dir",135,104,"vpro_report_dir","inst/app/reports/_vpro_report_utils.R","r_function"
"r_function::inst/app/reports/_vpro_report_utils.R::vpro_resolve_existing_path",213,180,"vpro_resolve_existing_path","inst/app/reports/_vpro_report_utils.R","r_function"
"r_function::inst/app/reports/_vpro_report_utils.R::vpro_resolve_path",178,170,"vpro_resolve_path","inst/app/reports/_vpro_report_utils.R","r_function"
"r_function::inst/app/reports/_vpro_report_utils.R::vpro_sql_in_list",300,290,"vpro_sql_in_list","inst/app/reports/_vpro_report_utils.R","r_function"
"r_function::inst/app/server.R::server",1786,3,"server","inst/app/server.R","r_function"
"r_function::inst/app/ui.R::nlt",41,19,"nlt","inst/app/ui.R","r_function"
"r_function::inst/app/ui.R::npt",17,3,"npt","inst/app/ui.R","r_function"
"r_function::R/00.db.R::.pg_database",134,134,".pg_database","R/00.db.R","r_function"
"r_function::R/00.db.R::.pg_host",132,132,".pg_host","R/00.db.R","r_function"
"r_function::R/00.db.R::.pg_port",133,133,".pg_port","R/00.db.R","r_function"
"r_function::R/00.db.R::AllSpecsVersion",397,395,"AllSpecsVersion","R/00.db.R","r_function"
"r_function::R/00.db.R::attach_cloud",203,196,"attach_cloud","R/00.db.R","r_function"
"r_function::R/00.db.R::attach_cloud_db",194,148,"attach_cloud_db","R/00.db.R","r_function"
"r_function::R/00.db.R::AttachProject",458,411,"AttachProject","R/00.db.R","r_function"
"r_function::R/00.db.R::AttachProjectTables",500,462,"AttachProjectTables","R/00.db.R","r_function"
"r_function::R/00.db.R::BuildProjectPickList",553,545,"BuildProjectPickList","R/00.db.R","r_function"
"r_function::R/00.db.R::db_attach",96,71,"db_attach","R/00.db.R","r_function"
"r_function::R/00.db.R::db_close",40,38,"db_close","R/00.db.R","r_function"
"r_function::R/00.db.R::db_con",36,27,"db_con","R/00.db.R","r_function"
"r_function::R/00.db.R::db_convert_access_to_sqlite",216,207,"db_convert_access_to_sqlite","R/00.db.R","r_function"
"r_function::R/00.db.R::db_detach",100,98,"db_detach","R/00.db.R","r_function"
"r_function::R/00.db.R::db_fields",128,126,"db_fields","R/00.db.R","r_function"
"r_function::R/00.db.R::db_hash",65,58,"db_hash","R/00.db.R","r_function"
"r_function::R/00.db.R::db_id",47,42,"db_id","R/00.db.R","r_function"
"r_function::R/00.db.R::db_insert",112,110,"db_insert","R/00.db.R","r_function"
"r_function::R/00.db.R::db_list_attached",69,67,"db_list_attached","R/00.db.R","r_function"
"r_function::R/00.db.R::db_log_in",248,238,"db_log_in","R/00.db.R","r_function"
"r_function::R/00.db.R::db_log_project",345,265,"db_log_project","R/00.db.R","r_function"
"r_function::R/00.db.R::db_log_vpro",263,250,"db_log_vpro","R/00.db.R","r_function"
"r_function::R/00.db.R::db_masterunitlist_views",236,225,"db_masterunitlist_views","R/00.db.R","r_function"
"r_function::R/00.db.R::db_path",55,53,"db_path","R/00.db.R","r_function"
"r_function::R/00.db.R::db_query",104,102,"db_query","R/00.db.R","r_function"
"r_function::R/00.db.R::db_rename",124,114,"db_rename","R/00.db.R","r_function"
"r_function::R/00.db.R::db_rename_fix01",223,218,"db_rename_fix01","R/00.db.R","r_function"
"r_function::R/00.db.R::db_run",108,106,"db_run","R/00.db.R","r_function"
"r_function::R/00.db.R::db_tb",51,49,"db_tb","R/00.db.R","r_function"
"r_function::R/00.db.R::from_audit_Version",370,347,"from_audit_Version","R/00.db.R","r_function"
"r_function::R/00.db.R::from_metadata_Version",389,372,"from_metadata_Version","R/00.db.R","r_function"
"r_function::R/00.db.R::GetFileName",543,502,"GetFileName","R/00.db.R","r_function"
"r_function::R/00.db.R::GetVProTableVersion",409,407,"GetVProTableVersion","R/00.db.R","r_function"
"r_function::R/00.db.R::is_cloud_connected",146,136,"is_cloud_connected","R/00.db.R","r_function"
"r_function::R/00.db.R::LogProjectIn",649,646,"LogProjectIn","R/00.db.R","r_function"
"r_function::R/00.db.R::LogProjectOut",644,641,"LogProjectOut","R/00.db.R","r_function"
"r_function::R/00.db.R::PickProjects",639,637,"PickProjects","R/00.db.R","r_function"
"r_function::R/00.db.R::ProjectVersion",393,391,"ProjectVersion","R/00.db.R","r_function"
"r_function::R/00.db.R::ProjectVersionTableOfLists",401,399,"ProjectVersionTableOfLists","R/00.db.R","r_function"
"r_function::R/00.db.R::TableOfListsVersion",405,403,"TableOfListsVersion","R/00.db.R","r_function"
"r_function::R/00.db.R::TestForTableInVPro",558,555,"TestForTableInVPro","R/00.db.R","r_function"
"r_function::R/00.db.R::USysPickTable",635,560,"USysPickTable","R/00.db.R","r_function"
"r_function::R/01.state.R::init_state",121,2,"init_state","R/01.state.R","r_function"
"r_function::R/app.R::run_vpro",14,11,"run_vpro","R/app.R","r_function"
"r_function::R/config.R::config",125,113,"config","R/config.R","r_function"
"r_function::R/config.R::config_init",86,52,"config_init","R/config.R","r_function"
"r_function::R/config.R::vpro_bundled_file",39,33,"vpro_bundled_file","R/config.R","r_function"
"r_function::R/config.R::vpro_config_accessor",110,102,"vpro_config_accessor","R/config.R","r_function"
"r_function::R/config.R::vpro_config_dir",15,9,"vpro_config_dir","R/config.R","r_function"
"r_function::R/config.R::vpro_config_file",31,29,"vpro_config_file","R/config.R","r_function"
"r_function::R/config.R::vpro_config_get",139,134,"vpro_config_get","R/config.R","r_function"
"r_function::R/config.R::vpro_config_set",151,149,"vpro_config_set","R/config.R","r_function"
"r_function::R/config.R::vpro_data_dir",27,21,"vpro_data_dir","R/config.R","r_function"
"r_function::R/config.R::vpro_write_yaml",100,88,"vpro_write_yaml","R/config.R","r_function"
"r_function::R/coordinates.R::vpro_coordinate_decimal",48,39,"vpro_coordinate_decimal","R/coordinates.R","r_function"
"r_function::R/coordinates.R::vpro_coordinate_dm",88,83,"vpro_coordinate_dm","R/coordinates.R","r_function"
"r_function::R/coordinates.R::vpro_coordinate_dms",70,63,"vpro_coordinate_dms","R/coordinates.R","r_function"
"r_function::R/coordinates.R::vpro_coordinate_recycle",24,13,"vpro_coordinate_recycle","R/coordinates.R","r_function"
"r_function::R/coordinates.R::vpro_coordinate_vector",11,3,"vpro_coordinate_vector","R/coordinates.R","r_function"
"r_function::R/db-connection.R::vpro_db_alias",81,79,"vpro_db_alias","R/db-connection.R","r_function"
"r_function::R/db-connection.R::vpro_db_attach",119,90,"vpro_db_attach","R/db-connection.R","r_function"
"r_function::R/db-connection.R::vpro_db_connect",53,41,"vpro_db_connect","R/db-connection.R","r_function"
"r_function::R/db-connection.R::vpro_db_detach",134,128,"vpro_db_detach","R/db-connection.R","r_function"
"r_function::R/db-connection.R::vpro_db_disconnect",67,61,"vpro_db_disconnect","R/db-connection.R","r_function"
"r_function::R/db-connection.R::vpro_db_list",77,75,"vpro_db_list","R/db-connection.R","r_function"
"r_function::R/db-connection.R::vpro_db_path",147,145,"vpro_db_path","R/db-connection.R","r_function"
"r_function::R/db-connection.R::vpro_sqlite_extension",29,3,"vpro_sqlite_extension","R/db-connection.R","r_function"
"r_function::R/environment-validation.R::vpro_environment_definitions",55,43,"vpro_environment_definitions","R/environment-validation.R","r_function"
"r_function::R/environment-validation.R::vpro_environment_field_expression",154,133,"vpro_environment_field_expression","R/environment-validation.R","r_function"
"r_function::R/environment-validation.R::vpro_environment_fields",78,57,"vpro_environment_fields","R/environment-validation.R","r_function"
"r_function::R/environment-validation.R::vpro_environment_reference",41,22,"vpro_environment_reference","R/environment-validation.R","r_function"
"r_function::R/environment-validation.R::vpro_environment_source",131,93,"vpro_environment_source","R/environment-validation.R","r_function"
"r_function::R/environment-validation.R::vpro_environment_validation_attach",91,80,"vpro_environment_validation_attach","R/environment-validation.R","r_function"
"r_function::R/environment-validation.R::vpro_environment_validation_empty",11,3,"vpro_environment_validation_empty","R/environment-validation.R","r_function"
"r_function::R/environment-validation.R::vpro_environment_validation_skipped",20,13,"vpro_environment_validation_skipped","R/environment-validation.R","r_function"
"r_function::R/environment-validation.R::vpro_validate_environment_codes",280,180,"vpro_validate_environment_codes","R/environment-validation.R","r_function"
"r_function::R/hierarchy-context.R::vpro_hierarchy_activate",232,215,"vpro_hierarchy_activate","R/hierarchy-context.R","r_function"
"r_function::R/hierarchy-context.R::vpro_hierarchy_alias",146,144,"vpro_hierarchy_alias","R/hierarchy-context.R","r_function"
"r_function::R/hierarchy-context.R::vpro_hierarchy_attach",195,159,"vpro_hierarchy_attach","R/hierarchy-context.R","r_function"
"r_function::R/hierarchy-context.R::vpro_hierarchy_cycle_rows",54,34,"vpro_hierarchy_cycle_rows","R/hierarchy-context.R","r_function"
"r_function::R/hierarchy-context.R::vpro_hierarchy_deactivate",249,240,"vpro_hierarchy_deactivate","R/hierarchy-context.R","r_function"
"r_function::R/hierarchy-context.R::vpro_hierarchy_detach",275,261,"vpro_hierarchy_detach","R/hierarchy-context.R","r_function"
"r_function::R/hierarchy-context.R::vpro_hierarchy_inspect",142,68,"vpro_hierarchy_inspect","R/hierarchy-context.R","r_function"
"r_function::R/hierarchy-context.R::vpro_hierarchy_integer_type",13,11,"vpro_hierarchy_integer_type","R/hierarchy-context.R","r_function"
"r_function::R/hierarchy-context.R::vpro_hierarchy_metadata",32,19,"vpro_hierarchy_metadata","R/hierarchy-context.R","r_function"
"r_function::R/hierarchy-context.R::vpro_hierarchy_name",5,3,"vpro_hierarchy_name","R/hierarchy-context.R","r_function"
"r_function::R/hierarchy-context.R::vpro_hierarchy_recover",421,388,"vpro_hierarchy_recover","R/hierarchy-context.R","r_function"
"r_function::R/hierarchy-context.R::vpro_hierarchy_relation",203,197,"vpro_hierarchy_relation","R/hierarchy-context.R","r_function"
"r_function::R/hierarchy-context.R::vpro_hierarchy_save_as",375,289,"vpro_hierarchy_save_as","R/hierarchy-context.R","r_function"
"r_function::R/hierarchy-context.R::vpro_hierarchy_table",9,7,"vpro_hierarchy_table","R/hierarchy-context.R","r_function"
"r_function::R/hierarchy-context.R::vpro_hierarchy_text_type",17,15,"vpro_hierarchy_text_type","R/hierarchy-context.R","r_function"
"r_function::R/install.R::vpro_config_install",21,10,"vpro_config_install","R/install.R","r_function"
"r_function::R/install.R::vpro_data_install",50,33,"vpro_data_install","R/install.R","r_function"
"r_function::R/install.R::vpro_install",65,59,"vpro_install","R/install.R","r_function"
"r_function::R/plot-child.R::vpro_plot_child_assert_row",56,30,"vpro_plot_child_assert_row","R/plot-child.R","r_function"
"r_function::R/plot-child.R::vpro_plot_child_audit_rows",146,118,"vpro_plot_child_audit_rows","R/plot-child.R","r_function"
"r_function::R/plot-child.R::vpro_plot_child_create",220,148,"vpro_plot_child_create","R/plot-child.R","r_function"
"r_function::R/plot-child.R::vpro_plot_child_definitions",84,79,"vpro_plot_child_definitions","R/plot-child.R","r_function"
"r_function::R/plot-child.R::vpro_plot_child_delete",251,222,"vpro_plot_child_delete","R/plot-child.R","r_function"
"r_function::R/plot-child.R::vpro_plot_child_id",15,3,"vpro_plot_child_id","R/plot-child.R","r_function"
"r_function::R/plot-child.R::vpro_plot_child_new_id",77,58,"vpro_plot_child_new_id","R/plot-child.R","r_function"
"r_function::R/plot-child.R::vpro_plot_child_row",28,17,"vpro_plot_child_row","R/plot-child.R","r_function"
"r_function::R/plot-child.R::vpro_plot_child_validate_changes",116,86,"vpro_plot_child_validate_changes","R/plot-child.R","r_function"
"r_function::R/plot-crud.R::vpro_plot_active",9,3,"vpro_plot_active","R/plot-crud.R","r_function"
"r_function::R/plot-crud.R::vpro_plot_apply_changes",153,138,"vpro_plot_apply_changes","R/plot-crud.R","r_function"
"r_function::R/plot-crud.R::vpro_plot_audit_current_matches",869,864,"vpro_plot_audit_current_matches","R/plot-crud.R","r_function"
"r_function::R/plot-crud.R::vpro_plot_audit_event",744,733,"vpro_plot_audit_event","R/plot-crud.R","r_function"
"r_function::R/plot-crud.R::vpro_plot_audit_list",718,694,"vpro_plot_audit_list","R/plot-crud.R","r_function"
"r_function::R/plot-crud.R::vpro_plot_audit_restore",1012,895,"vpro_plot_audit_restore","R/plot-crud.R","r_function"
"r_function::R/plot-crud.R::vpro_plot_audit_restore_value",862,833,"vpro_plot_audit_restore_value","R/plot-crud.R","r_function"
"r_function::R/plot-crud.R::vpro_plot_audit_rowid",731,720,"vpro_plot_audit_rowid","R/plot-crud.R","r_function"
"r_function::R/plot-crud.R::vpro_plot_audit_same_event",780,771,"vpro_plot_audit_same_event","R/plot-crud.R","r_function"
"r_function::R/plot-crud.R::vpro_plot_audit_selection",769,746,"vpro_plot_audit_selection","R/plot-crud.R","r_function"
"r_function::R/plot-crud.R::vpro_plot_audit_strength",66,54,"vpro_plot_audit_strength","R/plot-crud.R","r_function"
"r_function::R/plot-crud.R::vpro_plot_audit_suffixes",784,782,"vpro_plot_audit_suffixes","R/plot-crud.R","r_function"
"r_function::R/plot-crud.R::vpro_plot_audit_target",831,786,"vpro_plot_audit_target","R/plot-crud.R","r_function"
"r_function::R/plot-crud.R::vpro_plot_audit_text",104,102,"vpro_plot_audit_text","R/plot-crud.R","r_function"
"r_function::R/plot-crud.R::vpro_plot_audited",100,89,"vpro_plot_audited","R/plot-crud.R","r_function"
"r_function::R/plot-crud.R::vpro_plot_authorize_admin",199,190,"vpro_plot_authorize_admin","R/plot-crud.R","r_function"
"r_function::R/plot-crud.R::vpro_plot_changes",42,24,"vpro_plot_changes","R/plot-crud.R","r_function"
"r_function::R/plot-crud.R::vpro_plot_create",290,223,"vpro_plot_create","R/plot-crud.R","r_function"
"r_function::R/plot-crud.R::vpro_plot_delete",652,541,"vpro_plot_delete","R/plot-crud.R","r_function"
"r_function::R/plot-crud.R::vpro_plot_equal",87,79,"vpro_plot_equal","R/plot-crud.R","r_function"
"r_function::R/plot-crud.R::vpro_plot_get",679,665,"vpro_plot_get","R/plot-crud.R","r_function"
"r_function::R/plot-crud.R::vpro_plot_insert_row",168,155,"vpro_plot_insert_row","R/plot-crud.R","r_function"
"r_function::R/plot-crud.R::vpro_plot_number",22,11,"vpro_plot_number","R/plot-crud.R","r_function"
"r_function::R/plot-crud.R::vpro_plot_protected_admin_fields",108,106,"vpro_plot_protected_admin_fields","R/plot-crud.R","r_function"
"r_function::R/plot-crud.R::vpro_plot_renumber",520,359,"vpro_plot_renumber","R/plot-crud.R","r_function"
"r_function::R/plot-crud.R::vpro_plot_renumber_count",308,296,"vpro_plot_renumber_count","R/plot-crud.R","r_function"
"r_function::R/plot-crud.R::vpro_plot_renumber_relation",294,292,"vpro_plot_renumber_relation","R/plot-crud.R","r_function"
"r_function::R/plot-crud.R::vpro_plot_table_row",77,68,"vpro_plot_table_row","R/plot-crud.R","r_function"
"r_function::R/plot-crud.R::vpro_plot_transaction_sus",336,310,"vpro_plot_transaction_sus","R/plot-crud.R","r_function"
"r_function::R/plot-crud.R::vpro_plot_update",1149,1035,"vpro_plot_update","R/plot-crud.R","r_function"
"r_function::R/plot-crud.R::vpro_plot_user",52,44,"vpro_plot_user","R/plot-crud.R","r_function"
"r_function::R/plot-crud.R::vpro_plot_validate_fields",188,170,"vpro_plot_validate_fields","R/plot-crud.R","r_function"
"r_function::R/plot-crud.R::vpro_plot_validate_value",136,110,"vpro_plot_validate_value","R/plot-crud.R","r_function"
"r_function::R/plot-other.R::vpro_plot_other_apply_changes",21,7,"vpro_plot_other_apply_changes","R/plot-other.R","r_function"
"r_function::R/plot-other.R::vpro_plot_other_create",95,75,"vpro_plot_other_create","R/plot-other.R","r_function"
"r_function::R/plot-other.R::vpro_plot_other_delete",111,109,"vpro_plot_other_delete","R/plot-other.R","r_function"
"r_function::R/plot-other.R::vpro_plot_other_list",54,35,"vpro_plot_other_list","R/plot-other.R","r_function"
"r_function::R/plot-other.R::vpro_plot_other_update",218,133,"vpro_plot_other_update","R/plot-other.R","r_function"
"r_function::R/plot-soil.R::vpro_plot_humus_create",244,227,"vpro_plot_humus_create","R/plot-soil.R","r_function"
"r_function::R/plot-soil.R::vpro_plot_humus_delete",250,248,"vpro_plot_humus_delete","R/plot-soil.R","r_function"
"r_function::R/plot-soil.R::vpro_plot_humus_get",206,204,"vpro_plot_humus_get","R/plot-soil.R","r_function"
"r_function::R/plot-soil.R::vpro_plot_humus_list",200,198,"vpro_plot_humus_list","R/plot-soil.R","r_function"
"r_function::R/plot-soil.R::vpro_plot_humus_update",288,271,"vpro_plot_humus_update","R/plot-soil.R","r_function"
"r_function::R/plot-soil.R::vpro_plot_mineral_create",344,327,"vpro_plot_mineral_create","R/plot-soil.R","r_function"
"r_function::R/plot-soil.R::vpro_plot_mineral_delete",350,348,"vpro_plot_mineral_delete","R/plot-soil.R","r_function"
"r_function::R/plot-soil.R::vpro_plot_mineral_get",312,310,"vpro_plot_mineral_get","R/plot-soil.R","r_function"
"r_function::R/plot-soil.R::vpro_plot_mineral_list",306,304,"vpro_plot_mineral_list","R/plot-soil.R","r_function"
"r_function::R/plot-soil.R::vpro_plot_mineral_update",382,365,"vpro_plot_mineral_update","R/plot-soil.R","r_function"
"r_function::R/plot-soil.R::vpro_plot_soil_apply_changes",77,63,"vpro_plot_soil_apply_changes","R/plot-soil.R","r_function"
"r_function::R/plot-soil.R::vpro_plot_soil_get",61,45,"vpro_plot_soil_get","R/plot-soil.R","r_function"
"r_function::R/plot-soil.R::vpro_plot_soil_list",43,18,"vpro_plot_soil_list","R/plot-soil.R","r_function"
"r_function::R/plot-soil.R::vpro_plot_soil_spec",12,5,"vpro_plot_soil_spec","R/plot-soil.R","r_function"
"r_function::R/plot-soil.R::vpro_plot_soil_update",182,79,"vpro_plot_soil_update","R/plot-soil.R","r_function"
"r_function::R/plot-vegetation.R::vpro_plot_vegetation_create",117,97,"vpro_plot_vegetation_create","R/plot-vegetation.R","r_function"
"r_function::R/plot-vegetation.R::vpro_plot_vegetation_delete",251,249,"vpro_plot_vegetation_delete","R/plot-vegetation.R","r_function"
"r_function::R/plot-vegetation.R::vpro_plot_vegetation_get",77,61,"vpro_plot_vegetation_get","R/plot-vegetation.R","r_function"
"r_function::R/plot-vegetation.R::vpro_plot_vegetation_list",48,29,"vpro_plot_vegetation_list","R/plot-vegetation.R","r_function"
"r_function::R/plot-vegetation.R::vpro_plot_vegetation_update",237,133,"vpro_plot_vegetation_update","R/plot-vegetation.R","r_function"
"r_function::R/plot-vegetation.R::vpro_plot_vegetation_validate_create",16,3,"vpro_plot_vegetation_validate_create","R/plot-vegetation.R","r_function"
"r_function::R/project-context.R::vpro_database_acquire",178,142,"vpro_database_acquire","R/project-context.R","r_function"
"r_function::R/project-context.R::vpro_database_attached",140,133,"vpro_database_attached","R/project-context.R","r_function"
"r_function::R/project-context.R::vpro_database_release",196,180,"vpro_database_release","R/project-context.R","r_function"
"r_function::R/project-context.R::vpro_project_activate",410,376,"vpro_project_activate","R/project-context.R","r_function"
"r_function::R/project-context.R::vpro_project_alias",131,129,"vpro_project_alias","R/project-context.R","r_function"
"r_function::R/project-context.R::vpro_project_assert_context",127,119,"vpro_project_assert_context","R/project-context.R","r_function"
"r_function::R/project-context.R::vpro_project_attach",260,210,"vpro_project_attach","R/project-context.R","r_function"
"r_function::R/project-context.R::vpro_project_close",568,562,"vpro_project_close","R/project-context.R","r_function"
"r_function::R/project-context.R::vpro_project_context",117,83,"vpro_project_context","R/project-context.R","r_function"
"r_function::R/project-context.R::vpro_project_create_view",307,297,"vpro_project_create_view","R/project-context.R","r_function"
"r_function::R/project-context.R::vpro_project_detach",554,536,"vpro_project_detach","R/project-context.R","r_function"
"r_function::R/project-context.R::vpro_project_drop_views",295,273,"vpro_project_drop_views","R/project-context.R","r_function"
"r_function::R/project-context.R::vpro_project_inspect",64,48,"vpro_project_inspect","R/project-context.R","r_function"
"r_function::R/project-context.R::vpro_project_metadata",35,17,"vpro_project_metadata","R/project-context.R","r_function"
"r_function::R/project-context.R::vpro_project_name",11,3,"vpro_project_name","R/project-context.R","r_function"
"r_function::R/project-context.R::vpro_project_recover",524,428,"vpro_project_recover","R/project-context.R","r_function"
"r_function::R/project-context.R::vpro_project_relation",271,262,"vpro_project_relation","R/project-context.R","r_function"
"r_function::R/project-context.R::vpro_project_rewrite_schema",580,570,"vpro_project_rewrite_schema","R/project-context.R","r_function"
"r_function::R/project-context.R::vpro_project_save_as",702,595,"vpro_project_save_as","R/project-context.R","r_function"
"r_function::R/project-context.R::vpro_project_table",15,13,"vpro_project_table","R/project-context.R","r_function"
"r_function::R/project-context.R::vpro_project_veg_sql",363,309,"vpro_project_veg_sql","R/project-context.R","r_function"
"r_function::R/project-schema.R::vpro_project_compare_schema",195,160,"vpro_project_compare_schema","R/project-schema.R","r_function"
"r_function::R/project-schema.R::vpro_schema_compare_table",137,76,"vpro_schema_compare_table","R/project-schema.R","r_function"
"r_function::R/project-schema.R::vpro_schema_declared_type",39,14,"vpro_schema_declared_type","R/project-schema.R","r_function"
"r_function::R/project-schema.R::vpro_schema_difference",74,65,"vpro_schema_difference","R/project-schema.R","r_function"
"r_function::R/project-schema.R::vpro_schema_empty",12,3,"vpro_schema_empty","R/project-schema.R","r_function"
"r_function::R/project-schema.R::vpro_schema_table",63,41,"vpro_schema_table","R/project-schema.R","r_function"
"r_function::R/project.R::vpro_project_discover",74,49,"vpro_project_discover","R/project.R","r_function"
"r_function::R/project.R::vpro_project_validate",91,83,"vpro_project_validate","R/project.R","r_function"
"r_function::R/project.R::vpro_sqlite_tables",38,23,"vpro_sqlite_tables","R/project.R","r_function"
"r_function::R/su-context.R::vpro_su_activate",309,271,"vpro_su_activate","R/su-context.R","r_function"
"r_function::R/su-context.R::vpro_su_alias",129,127,"vpro_su_alias","R/su-context.R","r_function"
"r_function::R/su-context.R::vpro_su_attach",190,146,"vpro_su_attach","R/su-context.R","r_function"
"r_function::R/su-context.R::vpro_su_authorized",48,46,"vpro_su_authorized","R/su-context.R","r_function"
"r_function::R/su-context.R::vpro_su_authorizer",58,50,"vpro_su_authorizer","R/su-context.R","r_function"
"r_function::R/su-context.R::vpro_su_create_working_copy",601,572,"vpro_su_create_working_copy","R/su-context.R","r_function"
"r_function::R/su-context.R::vpro_su_deactivate",324,317,"vpro_su_deactivate","R/su-context.R","r_function"
"r_function::R/su-context.R::vpro_su_detach",350,336,"vpro_su_detach","R/su-context.R","r_function"
"r_function::R/su-context.R::vpro_su_diagnostics",259,200,"vpro_su_diagnostics","R/su-context.R","r_function"
"r_function::R/su-context.R::vpro_su_inspect",125,72,"vpro_su_inspect","R/su-context.R","r_function"
"r_function::R/su-context.R::vpro_su_mark_master",555,520,"vpro_su_mark_master","R/su-context.R","r_function"
"r_function::R/su-context.R::vpro_su_metadata",24,11,"vpro_su_metadata","R/su-context.R","r_function"
"r_function::R/su-context.R::vpro_su_name",5,3,"vpro_su_name","R/su-context.R","r_function"
"r_function::R/su-context.R::vpro_su_policy",44,30,"vpro_su_policy","R/su-context.R","r_function"
"r_function::R/su-context.R::vpro_su_recover",646,614,"vpro_su_recover","R/su-context.R","r_function"
"r_function::R/su-context.R::vpro_su_relation",198,192,"vpro_su_relation","R/su-context.R","r_function"
"r_function::R/su-context.R::vpro_su_save_as",506,372,"vpro_su_save_as","R/su-context.R","r_function"
"r_function::R/su-context.R::vpro_su_table",9,7,"vpro_su_table","R/su-context.R","r_function"
"r_function::R/su-context.R::vpro_su_text_type",28,26,"vpro_su_text_type","R/su-context.R","r_function"
"r_function::R/value-conversions.R::vpro_cap_percent",202,199,"vpro_cap_percent","R/value-conversions.R","r_function"
"r_function::R/value-conversions.R::vpro_goldstream_class",135,123,"vpro_goldstream_class","R/value-conversions.R","r_function"
"r_function::R/value-conversions.R::vpro_presence_class",48,40,"vpro_presence_class","R/value-conversions.R","r_function"
"r_function::R/value-conversions.R::vpro_presence_class_numeric",68,60,"vpro_presence_class_numeric","R/value-conversions.R","r_function"
"r_function::R/value-conversions.R::vpro_prominence_class",109,97,"vpro_prominence_class","R/value-conversions.R","r_function"
"r_function::R/value-conversions.R::vpro_round_minimum",188,177,"vpro_round_minimum","R/value-conversions.R","r_function"
"r_function::R/value-conversions.R::vpro_score_result",80,70,"vpro_score_result","R/value-conversions.R","r_function"
"r_function::R/value-conversions.R::vpro_significance_class",161,148,"vpro_significance_class","R/value-conversions.R","r_function"
"r_function::R/value-conversions.R::vpro_value_flag",28,23,"vpro_value_flag","R/value-conversions.R","r_function"
"r_function::R/value-conversions.R::vpro_value_recycle",21,13,"vpro_value_recycle","R/value-conversions.R","r_function"
"r_function::R/value-conversions.R::vpro_value_vector",11,3,"vpro_value_vector","R/value-conversions.R","r_function"
"r_function::R/vegetation-validation.R::vpro_validate_vegetation_codes",121,62,"vpro_validate_vegetation_codes","R/vegetation-validation.R","r_function"
"r_function::R/vegetation-validation.R::vpro_vegetation_attach",37,26,"vpro_vegetation_attach","R/vegetation-validation.R","r_function"
"r_function::R/vegetation-validation.R::vpro_vegetation_reference",17,3,"vpro_vegetation_reference","R/vegetation-validation.R","r_function"
"r_function::R/vegetation-validation.R::vpro_vegetation_validation_flag",24,19,"vpro_vegetation_validation_flag","R/vegetation-validation.R","r_function"
"r_function::R/zzz.R::.onLoad",5,3,".onLoad","R/zzz.R","r_function"
"r_function::tests/testthat/test-db-foundation.R::create_project_fixture",14,1,"create_project_fixture","tests/testthat/test-db-foundation.R","r_function"
"r_function::tests/testthat/test-environment-validation.R::create_environment_reference",111,65,"create_environment_reference","tests/testthat/test-environment-validation.R","r_function"
"r_function::tests/testthat/test-environment-validation.R::create_environment_validation_project",63,1,"create_environment_validation_project","tests/testthat/test-environment-validation.R","r_function"
"r_function::tests/testthat/test-environment-validation.R::create_environment_validation_su",140,113,"create_environment_validation_su","tests/testthat/test-environment-validation.R","r_function"
"r_function::tests/testthat/test-environment-validation.R::local_environment_validation_context",152,142,"local_environment_validation_context","tests/testthat/test-environment-validation.R","r_function"
